Id	MissionType	MissionName	MissionDesc	MissionDoneDesc	FollowText	TargetNpcPosX	TargetNpcPosZ	TargetNpcSceneID	TargetNpcDataID	AccepteNpcPosX	AccepteNpcPosZ	AccepteNpcSceneID	AcceptNpcDataID	CompleteNpcPosX	CompleteNpcPosZ	CompleteNpcSceneID	CompleteNpcDataID	IsAcceptAutoFindPath
209	5	{0}【主】{1}棋局	江湖传闻聪哑老人摆下了一个珍珑棋局，我十分向往，我们去瞧瞧怎么样？	哇，这棋局真古怪啊，心智不定的人会凶险万分。	珍珑棋局副本：{0}{1}/1	-1	-1	-1	-1	48.49	55.35	2	33	48.49	55.35	2	33	1
210	5	{0}【主】{1}渐进	我观少侠稍有气喘之象，看来藏经阁此时对你来说有些勉强，不如你先去聚贤庄历练一下。	经过此番历练想必少侠已有精进。	聚贤庄副本：{0}{1}/1	-1	-1	-1	-1	46.58	17.45	20	192	46.58	17.45	20	192	1
211	5	{0}【抽奖】{1}每日抽奖	完成5次抽奖		抽奖：{0}{1}/5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
212	5	{0}【美人】{1}亲密	完成3次美人亲密		亲密：{0}{1}/3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
213	5	{0}【伙伴】{1}伙伴吸收	完成5次伙伴吸收		伙伴吸收：{0}{1}/5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
214	3	{0}【支】{1}宝物	装备强化可以提升战力，去燕子坞副本弄些玄铁吧。如果慕容家的拦着，别给我面子。	很好，收集这些玄铁吃了不少辛苦吧。	玄铁：{0}{1}/2	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
215	5	{0}【支】{1}玄铁	好了，让这些玄铁物尽其用吧，把身上的装备强化一下。	怎么样，不错吧，轻轻松松提升战力。	强化：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
216	5	{0}【支】{1}古墓	我听江湖朋友说，燕王古墓重现江湖，那里有不少金银财宝，你要不要去碰碰运气？	出门在外，银子多了好办事。	燕王古墓：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
217	5	{0}【支】{1}合成	宝石提升战力更为明显，珍珑棋局掉落宝石，积少成多。使用三颗相同的宝石可乾坤袋中合成2级宝石。	恩，你的气息变强了，看来你成功的合出2级宝石了。	宝石合成：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
218	5	{0}【主】{1}精进	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去少室山场景组队刷怪提升到45级。	可喜可贺，少侠的武功更进一步了。	升到45级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
219	5	{0}【主】{1}打星	获得好装备，不要暴殄天物，紫色品质以上的装备是可以打星的，不信用我给你的打星石试试。	没骗你吧，星级越高加成越多。	打星：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
220	5	{0}【主】{1}而立	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去少室山场景组队刷怪提升到50级。	少侠的武功更精进了，江湖上恐怕已无多少敌手。	升到50级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
221	5	{0}【支】{1}魔头	听说了么？在雪原出现了一个女魔头，嗜杀成性，危害武林同道，请你前去参与讨伐。	为武林除害，你功不可没，同道一定会敬重你的。	世界BOSS：{0}{1}/1	15	24	4	847	40.36	40.22	13	214	40.36	40.22	13	214	1
222	5	{0}【主】{1}立德	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去少室山场景组队刷怪提升到55级。	可喜可贺，少侠你的皱纹有深了一些。	升到55级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
223	5	{0}【主】{1}锄奸	国家危难之际，丐帮却出现了奸细，勾结敌国偷运物资，我大宋儿郎岂能坐视不管。	很好，大宋就需要你这样的年轻俊杰。	怒海锄奸：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
224	5	{0}【主】{1}立言	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去雁门关场景组队刷怪提升到60级。	嗬，为了大宋！你看我这表情和气势还行吧？	升到60级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
225	5	{0}【主】{1}侠客	遇高人怎能失之交臂，去拜访一位侠客吧。	恭喜少侠成功结交了江湖朋友。	拜访侠客：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
226	5	{0}【主】{1}立身	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去敦煌场景组队刷怪提升到65级。	其实这也没什么了不起，升级这件事只有更快没有最快。	升到65级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
227	5	{0}【主】{1}不惑	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去敦煌场景组队刷怪提升到70级。	我听说刀白凤给段正淳带绿帽子了，哈哈哈，笑死我了。	升到70级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
228	5	{0}【主】{1}天命	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去雪原场景组队刷怪提升到75级。	嘘，不要打扰我，我正在看：一个演员的自我修养。	升到75级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
229	5	{0}【主】{1}盟主	少林寺派人送来一封信，有人要争夺武林盟主之位，少室山恐有一场大战，你势单力薄，找几个队友一起去吧。	难怪我们当年都没有追求成功，原来小叶子的情郎是玄慈。	少室山：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
230	5	{0}【主】{1}耳顺	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去雪原场景组队刷怪提升到80级。	如果你见到段誉，把这首歌唱给他听：你究竟有几个好妹妹……	升到80级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
231	5	{0}【主】{1}从心	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去缥缈峰场景组队刷怪提升到85级。	我问你个问题：扫地僧的真实身份是谁？	升到85级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
232	5	{0}【主】{1}所欲	可参加聚贤庄、燕子坞、珍珑棋局高经验副本、松鹤楼制作经验菜品或者去琅嬛福地场景组队刷怪提升到90级。	木有了，下面真的木有了。	升到90级：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
233	5	{0}【主】{1}装备	江湖险恶，单打独斗终是势单力薄，是时候让你去和其他江湖朋友协作了，聚贤庄可是个掉落装备的好地方。	怎么样，江湖上的小伙伴们还给力吗？	聚贤庄组队：{0}{1}/2	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
234	5	{0}【主】{1}经验	去珍珑棋局试试吧，协作靠的是配合，多熟练几次总是没有坏处的，再说珍珑棋局的经验还那么多。	辛苦你了，苏老头脾气还是那么火爆么？	珍珑棋局：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
235	5	{0}【主】{1}棋魂	这可能是我最后一次让你去珍珑棋局，当然这次的条件也更苛刻！	你是个有毅力的年轻人，我看好你哟！	珍珑棋局：{0}{1}/1	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
236	5	{0}【支】{1}耕耘	你可以每天在我这里领取一次完成20环日常的任务，你要接取么？	作为劳动所得这是你今天的奖励。别忘了领活跃度奖励哦，有元宝拿。	日常任务：{0}{1}/20	-1	-1	-1	-1	67.05	66.68	13	212	67.05	66.68	13	212	1
237	3	{0}【主】{1}丹药	为了让乔大哥少使用内力，我每日还会服食一些丹药，血气已通畅了许多。江湖险恶，少侠也备些药品，以防万一吧。	希望是我多虑，少侠永远用不到这些丹药才好。	混元丹：{0}{1}/20	-1	-1	-1	-1	24.42	13.83	22	327	24.42	13.83	22	327	1
238	5	{0}【光棍节】{1}表白	光棍节到了，你还是单身吗？去向异性表达爱意吧~ (小提示：去副本燕子坞看一看会有惊喜哦)	很有勇气，努力的迈出这一步会有收获的~	使用娇艳玫瑰：{0}{1}/4	-1	-1	-1	-1	67.17	61.11	13	208	67.17	61.11	13	208	1
239	5	{0}【感恩节】{1}仪式	一年一度的感恩节到了，有没有需要感谢的人呢？去洱海看一看吧~	做一个感恩礼拜来感谢一下所有帮助过你的人吧~	对话节日大使：{0}{1}/1	59.17	19.55	1	12	67.17	61.11	13	208	59.17	19.55	1	12	1
240	0	{0}【感恩节】{1}礼拜	你准备好了吗？准备好了就开始礼拜吧	保持一个感恩的心，你会更容易收获幸福	完成感恩礼拜：{0}{1}/1	59.17	19.55	1	12	59.17	19.55	1	12	59.17	19.55	1	12	1
241	5	{0}【主】{1}前行	我还记得你师兄让我督促你，他拜托我的事，我一定办到。	以后每天没事做就去做做日常吧。	日常任务：{0}{1}/5	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
242	5	{0}【主】{1}坚持	勤能补拙，你天资不错，后天勤奋一定会出人头地的。	以后每天没事做就去做做日常吧。	日常任务：{0}{1}/5	-1	-1	-1	-1	40.36	40.22	13	214	40.36	40.22	13	214	1
