Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	CombatNPC	MissionNpcFlag
223	杏子林—NPC	155	赫连铁树	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	57	2	-1	100	1	-1	-1	-1	-1	2	0	0
224	燕子坞副本-单人-简单-家丁	59	家丁	1	0	25	0	0	0	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	118	368	0	-1	-1	-1	10	2	1	0
225	燕子坞副本-单人-困难-家丁	59	家丁	1	0	45	0	0	0	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	119	520	0	-1	-1	-1	11	2	1	0
226	燕子坞副本-单人-挑战-家丁	59	家丁	1	0	65	0	0	0	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	120	526	0	-1	-1	-1	12	2	1	0
227	燕子坞副本-单人-简单-护院	60	护院	1	0	25	0	0	0	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	118	736	0	-1	-1	-1	10	2	1	0
228	燕子坞副本-单人-困难-护院	60	护院	1	0	45	0	0	0	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	119	1040	0	-1	-1	-1	11	2	1	0
229	燕子坞副本-单人-挑战-护院	60	护院	1	0	65	0	0	0	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	120	1053	0	-1	-1	-1	12	2	1	0
230	燕子坞副本-单人-简单-武师	61	武师	1	0	25	0	0	0	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	118	1840	1	-1	-1	-1	10	2	1	0
231	燕子坞副本-单人-困难-武师	61	武师	1	0	45	0	0	0	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	119	2600	1	-1	-1	-1	11	2	1	0
232	燕子坞副本-单人-挑战-武师	61	武师	1	0	65	0	0	0	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	120	2634	1	-1	-1	-1	12	2	1	0
233	燕子坞副本-单人-简单-包不同	62	包不同	1	2	25	0	0	4	27250	0	0	351	1282	351	1282	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	121	368	1	-1	-1	2	16	2	1	0
234	燕子坞副本-单人-困难-包不同	62	包不同	1	2	45	0	0	4	66250	0	0	650	2817	650	2817	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	122	520	1	-1	-1	2	17	2	1	0
235	燕子坞副本-单人-挑战-包不同	62	包不同	1	2	65	0	0	4	121250	0	0	1791	6075	1791	6075	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	123	526	1	-1	-1	2	18	2	1	0
236	燕子坞副本-单人-简单-风波恶	63	风波恶	1	2	25	0	0	5	27250	0	0	351	1282	351	1282	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	121	736	1	-1	-1	2	16	2	1	0
237	燕子坞副本-单人-困难-风波恶	63	风波恶	1	2	45	0	0	5	66250	0	0	650	2817	650	2817	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	122	1040	1	-1	-1	2	17	2	1	0
238	燕子坞副本-单人-挑战-风波恶	63	风波恶	1	2	65	0	0	5	121250	0	0	1791	6075	1791	6075	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	123	1053	1	-1	-1	2	18	2	1	0
239	燕子坞副本-单人-简单-公冶乾	64	公冶乾	1	2	25	0	0	6	27250	0	0	351	1282	351	1282	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	121	1840	1	-1	-1	-1	16	2	1	0
240	燕子坞副本-单人-困难-公冶乾	64	公冶乾	1	2	45	0	0	6	66250	0	0	650	2817	650	2817	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	122	2600	1	-1	-1	-1	17	2	1	0
241	燕子坞副本-单人-挑战-公冶乾	64	公冶乾	1	2	65	0	0	6	121250	0	0	1791	6075	1791	6075	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	123	2634	1	-1	-1	-1	18	2	1	0
242	燕子坞副本-单人-简单-邓百川	65	邓百川	1	2	25	0	0	7	27250	0	0	351	1282	351	1282	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	121	1840	1	-1	-1	2	16	2	1	0
243	燕子坞副本-单人-困难-邓百川	65	邓百川	1	2	45	0	0	7	66250	0	0	650	2817	650	2817	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	122	2600	1	-1	-1	2	17	2	1	0
244	燕子坞副本-单人-挑战-邓百川	65	邓百川	1	2	65	0	0	7	121250	0	0	1791	6075	1791	6075	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	123	2634	1	-1	-1	2	18	2	1	0
245	燕子坞副本-单人-简单-慕容复	66	慕容复	1	2	25	0	0	8	27250	0	0	351	1282	351	1282	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	121	1840	1	-1	-1	2	16	2	1	0
246	燕子坞副本-单人-困难-慕容复	66	慕容复	1	2	45	0	0	8	66250	0	0	650	2817	650	2817	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	122	2600	1	-1	-1	2	17	2	1	0
247	燕子坞副本-单人-挑战-慕容复	66	慕容复	1	2	65	0	0	8	121250	0	0	1791	6075	1791	6075	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	123	2634	1	-1	-1	2	18	2	1	0
248	燕子坞副本-组队-简单-家丁	59	家丁	1	0	25	0	0	0	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	124	368	1	-1	-1	-1	13	2	1	0
249	燕子坞副本-组队-困难-家丁	59	家丁	1	0	45	0	0	0	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	125	520	1	-1	-1	-1	14	2	1	0
250	燕子坞副本-组队-挑战-家丁	59	家丁	1	0	65	0	0	0	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	126	526	1	-1	-1	-1	15	2	1	0
251	燕子坞副本-组队-简单-护院	60	护院	1	0	25	0	0	0	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	124	736	1	-1	-1	-1	13	2	1	0
252	燕子坞副本-组队-困难-护院	60	护院	1	0	45	0	0	0	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	125	1040	1	-1	-1	-1	14	2	1	0
253	燕子坞副本-组队-挑战-护院	60	护院	1	0	65	0	0	0	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	126	1053	1	-1	-1	-1	15	2	1	0
254	燕子坞副本-组队-简单-武师	61	武师	1	0	25	0	0	0	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	124	1840	1	-1	-1	-1	13	2	1	0
255	燕子坞副本-组队-困难-武师	61	武师	1	0	45	0	0	0	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	125	2600	1	-1	-1	-1	14	2	1	0
256	燕子坞副本-组队-挑战-武师	61	武师	1	0	65	0	0	0	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	126	2634	1	-1	-1	-1	15	2	1	0
257	燕子坞副本-组队-简单-包不同	62	包不同	1	2	25	0	0	4	109000	0	0	351	2565	351	2565	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	127	368	1	-1	-1	2	19	2	1	0
258	燕子坞副本-组队-困难-包不同	62	包不同	1	2	45	0	0	4	265000	0	0	650	5635	650	5635	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	128	520	1	-1	-1	2	20	2	1	0
259	燕子坞副本-组队-挑战-包不同	62	包不同	1	2	65	0	0	4	485000	0	0	1791	12150	1791	12150	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	129	526	1	-1	-1	2	21	2	1	0
260	燕子坞副本-组队-简单-风波恶	63	风波恶	1	2	25	0	0	5	109000	0	0	351	2565	351	2565	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	127	736	1	-1	-1	2	19	2	1	0
261	燕子坞副本-组队-困难-风波恶	63	风波恶	1	2	45	0	0	5	265000	0	0	650	5635	650	5635	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	128	1040	1	-1	-1	2	20	2	1	0
262	燕子坞副本-组队-挑战-风波恶	63	风波恶	1	2	65	0	0	5	485000	0	0	1791	12150	1791	12150	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	129	1053	1	-1	-1	2	21	2	1	0
263	燕子坞副本-组队-简单-公冶乾	64	公冶乾	1	2	25	0	0	6	109000	0	0	351	2565	351	2565	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	127	1840	1	-1	-1	-1	19	2	1	0
264	燕子坞副本-组队-困难-公冶乾	64	公冶乾	1	2	45	0	0	6	265000	0	0	650	5635	650	5635	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	128	2600	1	-1	-1	-1	20	2	1	0
265	燕子坞副本-组队-挑战-公冶乾	64	公冶乾	1	2	65	0	0	6	485000	0	0	1791	12150	1791	12150	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	129	2634	1	-1	-1	-1	21	2	1	0
266	燕子坞副本-组队-简单-邓百川	65	邓百川	1	2	25	0	0	7	109000	0	0	351	2565	351	2565	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	127	1840	1	-1	-1	2	19	2	1	0
267	燕子坞副本-组队-困难-邓百川	65	邓百川	1	2	45	0	0	7	265000	0	0	650	5635	650	5635	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	128	2600	1	-1	-1	2	20	2	1	0
268	燕子坞副本-组队-挑战-邓百川	65	邓百川	1	2	65	0	0	7	485000	0	0	1791	12150	1791	12150	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	129	2634	1	-1	-1	2	21	2	1	0
269	燕子坞副本-组队-简单-慕容复	83	慕容复	1	2	25	0	0	8	109000	0	0	351	2565	351	2565	10435	-1429	2534	-337	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	127	1840	1	-1	-1	2	19	2	1	0
270	燕子坞副本-组队-困难-慕容复	83	慕容复	1	2	45	0	0	8	265000	0	0	650	5635	650	5635	12257	736	3622	821	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	128	2600	1	-1	-1	2	20	2	1	0
271	燕子坞副本-组队-挑战-慕容复	83	慕容复	1	2	65	0	0	8	485000	0	0	1791	12150	1791	12150	17057	2698	5223	2425	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	129	2634	1	-1	-1	2	21	2	1	0
272	燕子坞副本-单人-简单-咆哮犬	79	攻击力	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	1	0
273	燕子坞副本-单人-困难-咆哮犬	79	攻击力	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	1	0
274	燕子坞副本-单人-挑战-咆哮犬	79	攻击力	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	1	0
275	燕子坞副本-单人-简单-地狱犬	78	防御力	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	1	0
276	燕子坞副本-单人-困难-地狱犬	78	防御力	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	1	0
277	燕子坞副本-单人-挑战-地狱犬	78	防御力	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	1	0
278	燕子坞副本-单人-简单-哮天犬	79	回血	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	0	0
279	燕子坞副本-单人-困难-哮天犬	79	回血	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	0	0
280	燕子坞副本-单人-挑战-哮天犬	79	回血	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	0	0
281	燕子坞副本-单人-简单-狩猎犬	78	暴击	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	0	0
282	燕子坞副本-单人-困难-狩猎犬	78	暴击	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	0	0
283	燕子坞副本-单人-挑战-狩猎犬	78	暴击	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	0	0
284	燕子坞副本-单人-简单-石碑	71	石碑	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	0	0
285	燕子坞副本-单人-困难-石碑	71	石碑	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	0	0
286	燕子坞副本-单人-挑战-石碑	71	石碑	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	0	0
287	燕子坞副本-单人-简单-迷香柱	72	迷香柱	1	2	25	0	0	-1	8771	0	0	378	1407	378	1407	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	0	0
288	燕子坞副本-单人-困难-迷香柱	72	迷香柱	1	2	45	0	0	-1	21773	0	0	923	3415	923	3415	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	0	0
289	燕子坞副本-单人-挑战-迷香柱	72	迷香柱	1	2	65	0	0	-1	40095	0	0	1684	6505	1684	6505	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	0	0
290	燕子坞副本-单人-简单-滚木	73	滚木	1	2	25	0	0	-1	2000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	10	2	0	0
291	燕子坞副本-单人-困难-滚木	73	滚木	1	2	45	0	0	-1	4000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	11	2	0	0
292	燕子坞副本-单人-挑战-滚木	73	滚木	1	2	65	0	0	-1	6000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	12	2	0	0
293	燕子坞副本-组队-简单-咆哮犬	79	攻击力	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
294	燕子坞副本-组队-困难-咆哮犬	79	攻击力	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
295	燕子坞副本-组队-挑战-咆哮犬	79	攻击力	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
296	燕子坞副本-组队-简单-地狱犬	78	防御力	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
297	燕子坞副本-组队-困难-地狱犬	78	防御力	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
298	燕子坞副本-组队-挑战-地狱犬	78	防御力	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
299	燕子坞副本-组队-简单-哮天犬	79	回血	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
300	燕子坞副本-组队-困难-哮天犬	79	回血	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
301	燕子坞副本-组队-挑战-哮天犬	79	回血	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
302	燕子坞副本-组队-简单-狩猎犬	78	暴击	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
303	燕子坞副本-组队-困难-狩猎犬	78	暴击	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
304	燕子坞副本-组队-挑战-狩猎犬	78	暴击	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
305	燕子坞副本-组队-简单-石碑	71	石碑	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
306	燕子坞副本-组队-困难-石碑	71	石碑	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
307	燕子坞副本-组队-挑战-石碑	71	石碑	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
308	燕子坞副本-组队-简单-迷香柱	72	迷香柱	1	2	25	0	0	-1	35085	0	0	378	2815	378	2815	10435	-1429	2534	-337	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
309	燕子坞副本-组队-困难-迷香柱	72	迷香柱	1	2	45	0	0	-1	87093	0	0	923	6831	923	6831	12257	736	3622	821	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
310	燕子坞副本-组队-挑战-迷香柱	72	迷香柱	1	2	65	0	0	-1	160381	0	0	1684	13010	1684	13010	17057	2698	5223	2425	0	0	0	0	1200	375	2	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
311	燕子坞副本-组队-简单-滚木	73	滚木	1	2	25	0	0	-1	6000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	13	2	0	0
312	燕子坞副本-组队-困难-滚木	73	滚木	1	2	45	0	0	-1	8000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	14	2	0	0
313	燕子坞副本-组队-挑战-滚木	73	滚木	1	2	65	0	0	-1	10000	100	0	20	850	0	850	10000	0	3000	0	0	0	0	0	1200	375	3	12	3	0	2	3000	2000	-1	2	-1	-1	1	-1	-1	-1	15	2	0	0
314	万劫谷—NPC	6	朱丹臣	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	40	2	-1	100	1	-1	-1	-1	-1	2	0	0
315	万劫谷—刷出怪	6	朱丹臣	0	0	20	0	0	0	23598	0	0	214	724	214	724	10414	-1623	2168	-808	0	0	0	0	1200	375	8	12	40	0	0	3000	2000	-1	2	-1	100	1	-1	-1	-1	-1	2	0	0
316	万劫谷—刷出怪	104	岳老三	0	2	20	0	0	0	14500	0	0	123	374	123	374	10273	-1964	2052	-940	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	-1	220	1	-1	-1	2	-1	2	1	0
317	苍山—刷出怪	81	鸠摩智	0	2	25	1	0	0	21550	0	0	171	522	171	522	10322	-1840	2092	-895	0	0	0	0	1200	375	3	12	5	0	0	3000	2000	-1	2	-1	270	1	-1	-1	-1	-1	2	1	0
318	杏子林—NPC	156	祁六	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	500	1	12	5	0	0	3000	2000	58	2	-1	100	1	-1	-1	-1	-1	2	0	0
319	苏州—NPC	157	门派接引人	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	51	2	-1	100	1	-1	-1	-1	-1	2	0	0
320	少室山—NPC	158	灵隐	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	60	2	-1	100	0	-1	-1	-1	-1	2	0	0
321	少室山—NPC	82	玄慈	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	61	2	-1	100	0	-1	-1	-1	-1	2	0	0
322	聚贤庄—NPC	159	鲍千灵	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	62	2	-1	100	0	-1	-1	-1	-1	2	0	0
323	聚贤庄—NPC	156	祁六	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	63	2	-1	100	0	-1	-1	-1	-1	2	0	0
324	聚贤庄—NPC	160	向望海	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	64	2	-1	100	0	-1	-1	-1	-1	2	0	0
325	聚贤庄—NPC	161	薛神医	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	65	2	-1	100	0	-1	-1	-1	-1	2	0	0
326	聚贤庄—NPC	8	乔峰	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	66	2	-1	100	0	-1	-1	-1	-1	2	0	0
327	聚贤庄—NPC	147	阿朱	1	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	67	2	-1	100	0	-1	-1	-1	-1	2	0	0
328	苏州—NPC	21	帮会管理员	0	0	99	0	0	0	800	100	0	20	85	102	85	10000	-4000	3000	0	0	0	0	0	1200	0	1	12	5	0	0	3000	2000	68	2	-1	100	0	-1	-1	-1	-1	2	0	0
400	藏经阁1层小怪1	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
401	藏经阁1层小怪2	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
402	藏经阁1层小怪3	138	守塔弟子	1	0	20	0	0	0	7244	0	0	294	331	294	331	10241	-1642	2052	-940	0	0	0	0	1200	375	3	50	15	1	2	3000	2000	-1	2	-1	100	0	-1	-1	-1	-1	2	1	0
