Id	Desc	ModelId	EffectId	Component	SetId	Durable	HP	HP_Per	MP	MP_Per	PhysicsAttack	PhysicsAttack_Per	MagicAttack	MagicAttack_Per	PhysicsDefence	PhysicsDefence_Per	MagicDefence	MagicDefence_Per	AttackSpeed	AttackSpeed_Per	AllAttack	AllAttack_Per	AllDefence	AllDefence_Per	AddAttrType1	AddAttrValue1	AddAttrPer1	AddAttrType2	AddAttrValue2	AddAttrPer2	AddAttrType3	AddAttrValue3	AddAttrPer3	AddAttrType4	AddAttrValue4	AddAttrPer4
51501	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51502	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51503	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51504	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51505	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51506	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51507	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51508	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51509	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51510	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51511	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51512	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51513	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51514	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51515	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51516	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51517	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51518	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51519	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51520	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51521	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51522	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51523	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51524	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51525	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51526	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51527	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51528	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51529	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51530	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51531	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51532	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51533	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51534	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51535	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51536	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51537	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51538	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51539	生活技能装护符（80）	-1	-1	9	-1	-1	3273	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51540	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51541	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51542	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51543	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51544	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51545	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51546	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51547	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51548	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51549	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51550	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51551	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51552	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51553	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51554	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51555	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51556	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51557	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51558	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51559	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51560	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51561	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51562	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51563	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51564	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51565	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51566	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51567	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51568	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51569	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51570	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51571	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51572	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51573	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51574	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51575	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51576	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51577	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51578	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51579	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51580	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51581	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51582	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51583	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51584	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51585	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51586	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51587	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51588	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51589	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51590	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51591	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51592	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51593	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	564	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51594	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51595	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51596	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51597	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51598	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51599	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51600	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51601	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51602	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51603	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51604	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51605	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51606	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51607	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51608	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51609	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51610	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51611	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51612	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51613	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51614	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51615	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51616	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51617	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51618	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51619	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51620	生活技能装护符（80）	-1	-1	9	-1	-1	4464	0	752	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51621	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51622	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51623	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51624	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51625	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51626	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	237	0	-1	0	0
51627	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51628	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51629	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	237	0	-1	0	0
51630	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51631	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51632	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	324	0	-1	0	0
51633	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51634	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51635	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	324	0	-1	0	0
51636	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51637	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51638	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	324	0	-1	0	0
51639	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51640	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51641	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	274	0	9	432	0	-1	0	0
51642	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51643	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51644	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	374	0	9	432	0	-1	0	0
51645	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51646	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51647	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	413	0	0	0	0	0	0	0	0	0	-1	0	583	0	0	0	-1	0	0	7	499	0	9	432	0	-1	0	0
51648	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	564	0	0	0	0	0	0	0	0	0	-1	0	320	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
51649	生活技能装护符（80）	-1	-1	9	-1	-1	5952	0	564	0	0	0	0	0	0	0	0	0	-1	0	437	0	0	0	-1	0	0	7	274	0	9	237	0	-1	0	0
