Id	Desc	StrDictionary
2681	上线提示_提示_20140718	师傅<a>【{0}】</a>上线了
2682	上线提示_提示_20140718	好友<a>【{0}】</a>上线了
2683	帮会_提示_20140718	当前帮会活跃不足，如每日上线人数不足{0}，将在{1}日后解散帮会。
2684	帮会_提示_20140718	当前帮会活跃正常，请保持妥善经营。
2685	帮会_提示_20140718	由于帮会经营不善，累计三日内每日上线人数不足15人，已解散帮会。
2686	帮会_提示_20140718	您当前未加入帮会，无法邀请。
2687	帮会_提示_20140718	您当前没有邀请入帮权限，无法邀请。
2688	帮会_提示_20140718	对方已经加入帮会，无法邀请。
2689	帮会_提示_20140718	当前帮会人数已满，无法邀请。
2690	帮会_提示_20140718	当前帮会人数已满，邀请失败。
2691	帮会_提示_20140718	{0}加入本帮会。
2692	帮会_提示_20140718	{0}拒绝了加入本帮会。
2693	清心丹_提示_20140722	腹中一阵清凉，心情平静了几分，杀气值减1
2694	清心丹_提示_20140722	上善若水，心无旁骛，杀气值减为0
2695	清心丹_提示_20140722	此丹不可食用过多
2696	仓库_提示_20140718	20级以后开启仓库功能，当前等级不足。
2697	仓库_提示_20140722	当前仓库已满，无法放入。
2698	仓库_提示_20140722	当前背包已满，无法取出。
2699	仓库_提示_20140722	当前仓库已扩充到最大格数。
2700	仓库_提示_20140722	扩充仓库每次开启一个分页，当前需花费{0}#q3（优先花费绑定元宝）是否继续？
2701	仓库_提示_20140722	元宝不足，无法操作。
2702	仓库_提示_20140722	扩充成功。
2703	仓库_提示_20140722	仓库扩充
2704	SNS扩散_UI_20140722	恭喜！您的好友进入游戏，特发此奖励。携友同行共闯江湖！
2705	SNS扩散_UI_20140722	恭喜！您的好友等级达到30级，特发此奖励。携友同行共闯江湖！
2706	SNS扩散_UI_20140722	欢迎您进入游戏，特发此奖励。携友同行共闯江湖！
2707	SNS扩散_UI_20140722	恭喜！您达到30级，特发此奖励。携友同行共闯江湖！
2708	等级礼包_提示_20140723	您的等级未达到可使用等级
2709	等级礼包_提示_20140724	您的背包空间不足，请整理
2710	等级礼包_提示_20140725	恭喜您获得了{0}
2711	结婚系统_提示_20140723	您解除了婚姻关系！
2712	结婚系统_提示_20140723	对方解除了和您的婚姻关系！
2713	排行榜_UI_20140723	攻击
2714	结婚系统_提示_20140723	【{0}】公子和【{1}】姑娘即将拜堂成亲！欢迎大家前往苏州参加！
2715	每日幸运抽奖_公告_20140224	一定几率得到特别奖励：橙色品质装备，紫色品质装备，美人卡片【西夏公主】，2级宝石。50绑定元宝。#r固定会得到以下一种奖励：1级宝石，玄铁，打造材料，伙伴，2000金币。
2716	侠客_UI_20140724	所有侠客
2717	伙伴_UI_20140724	清空选择
2718	摇钱树_UI_20140724	花费{0}元宝可获得{1}金币
2719	侠客_UI_20140724	可以点击单个侠客或者选择“智能选择”进行传功操作
2720	聊天_UI_20140724	一共可输入128个汉字，您还可以输入{0}个。
2721	每日幸运抽奖_UI_20140724	抽奖1次
2722	每日幸运抽奖_UI_20140725	抽奖10次
2723	每日幸运抽奖_UI_20140726	确定
2724	结婚系统_提示_20140724	我要求婚
2725	结婚系统_提示_20140724	算了
2726	结婚系统_提示_20140724	受够了，我要离婚！
2727	结婚系统_提示_20140724	开什么玩笑，没结婚就来离婚！
2728	结婚系统_提示_20140724	您还记得曾经那些相知相爱、不离不弃的甜蜜日子吗？
2729	结婚系统_提示_20140724	记得
2730	结婚系统_提示_20140724	忘了
2731	结婚系统_提示_20140724	即便如此，您还是要离开对方吗？
2732	结婚系统_提示_20140724	不，我想我还爱着{0}！
2733	结婚系统_提示_20140724	是的，我已经受够了！
2734	伙伴_提示_20140724	伙伴背包剩余空间不足10个
2735	活动界面_UI_20140725	难度越高，奖励越好
2736	活动界面_UI_20140726	组队有概率掉落不绑定装备
2737	结婚系统_提示_20140725	对方不在本场景，无法继续！
2738	世界BOSS_提示信息_20140725	天山童姥已被赶走，多谢侠士相助。据可靠消息，今晚21:00天山童姥将再次下山作乱！
2739	世界BOSS_提示信息_20140725	各位侠士的英勇表现吓退了天山童姥，今天她必然不敢再战，还请各位侠士于明天中午14:00再来战过！
2740	传送点_提示信息_20140725	距离过远
2741	坐骑_UI_20140725	当前无可以用坐骑
2742	结婚系统_提示_20140725	已经有人在结婚了，请稍后再试！
2743	寄售_提示	寄售行刚刚上架{0}个{1}，仅售{2}元宝！想买的速度哟~
2744	拾取_提示_20140319	您获得{0}绑定元宝
2745	好友_提示_20140319	操作太频繁了，请稍后在查找。
2746	好友_提示_20140319	该玩家不在线或没有这个玩家。
2747	寄售行_UI_文字_20140728	{0}小时
2748	寄售行_UI_文字_20140728	不足一小时
2749	寄售行_UI_文字_20140728	吆喝操作过于频繁，距离下次可吆喝时间还剩{0}秒
2750	好友_提示内容_20140729	该玩家已经是您的好友。
2751	好友_提示内容_20140729	请选择将要添加的好友。
2752	SNS_提示内容_20140730	SNS功能未开启。
2753	美人_提示_20140730	您当前美人总数为{0}，所有美人属性加成{1}%
2754	不能拒绝的诱惑_提示_20140730	今天您已经领取完毕
2755	不能拒绝的诱惑_提示_20140731	您已经领取完所有返利
2756	不能拒绝的诱惑_提示_20140732	您未达到领取等级
2757	不能拒绝的诱惑_提示_20140733	成长基金已全部领取完毕
2758	不能拒绝的诱惑_提示_20140734	您的奖励都已正确发放，请检查
2759	不能拒绝的诱惑_提示_20140735	您的奖励已发放，请查收
2760	不能拒绝的诱惑_提示_20140736	您尚未充值
2761	坐骑时限_提示_20140731	剩余时间:{0}天{1}时{2}分
2762	在线领奖_提示_20140731	距离下次领奖：#r{0}
2763	在线领奖_提示_20140731	领取奖励未开始
2764	称号_提示_20140731	锁定称号会在获得新称号时，不自动替换当前称号，是否继续？
2765	真气丹_提示_20140731	您获得了{0}点真气
2766	排行榜_界面_20140731	充值元宝
2767	帮会_界面_20140801	{0}邀请您加入帮会{1}共闯江湖，是否接受？
2768	帮会_界面_20140801	接受
2769	帮会_界面_20140801	拒绝
2770	技能界面_界面文字_20140801	{0}级激活
2771	美人_提示_20140801	美人情缘激活
2772	不能拒绝的诱惑_提示_20140802	恭喜您获得了首充礼包奖励：玄铁*5、打星石*5、{0}绑定元宝
2773	不能拒绝的诱惑_提示_20140803	充值成功，给您返还{0}绑定元宝
2774	不能拒绝的诱惑_提示_20140804	招财进宝购买成功，从今日起您每日可以领取奖励，不要忘记哦！
2775	不能拒绝的诱惑_提示_20140805	成长基金购买成功，可以开始领取奖励啦，努力升级哦！
2776	不能拒绝的诱惑_提示_20140806	您获得了{0}级成长基金{1}绑定元宝
2777	不能拒绝的诱惑_提示_20140807	成长基金已经全部领取完毕！
2778	不能拒绝的诱惑_提示_20140807	您从首充礼包中获得了{0}
2779	坐骑时限_提示_20140731	剩余时间：永久。
2780	伤害板_20140802	[{0}]{1}
2781	副本_提示_20140804	层数:{0}。
2782	副本_提示_20140804	通过时间:{0}。
2783	副本_提示_20140804	副本成功。
2784	副本_提示_20140804	副本失败。
2785	美人_提示_20140804	{0}阶。
2786	美人_提示_20140804	位置：{0}。
2787	酒楼_提示_20140804	{0}级
2788	藏金阁_提示_20140804	{0}层
2789	藏经阁_提示_20140804	未开启
2790	藏经阁_提示_20140804	花费10元宝，是否继续？
2791	地牢_提示_20140804	无
2792	地牢_提示_20140804	全天
2793	地牢_提示_20140804	{0}时{1}分至{2}时{3}分
2794	地牢_提示_20140804	无
2795	师徒_提示_20140804	未学习
2796	师徒_提示_20140804	请输入师门名称和公告
2797	师徒_提示_20140804	输入不能包含空格
2798	师徒_提示_20140804	公告内容过长
2799	师徒_提示_20140804	请先选择师门
2800	师徒_提示_20140804	只能同时申请一个师门，将替换原来的请求，是否继续？
2801	师徒_提示_20140804	您已属于一个师门不能加入
2802	师徒_提示_20140804	不能选择自己
2803	师徒_提示_20140804	请选择技能
2804	师徒_提示_20140804	请输入技能名称
2805	师徒_提示_20140804	输入不能包含空格
2806	师徒_提示_20140804	请输入师门公告
2807	师徒_提示_20140804	公告内容过长
2808	pvp_提示_20140804	是否升级{0}
2809	酒楼_提示_20140804	请选择菜品
2810	侠客_提示_20140804	请先选择想要购买的侠客
2811	组队_提示_20140804	{0}级
2812	组队_提示_20140804	{0}战力
2813	新手引导_提示_20140804	请点此处
2814	聊天_提示_20140804	[附近]
2815	聊天_提示_20140804	[密聊]
2816	聊天_提示_20140804	[队伍]
2817	聊天_提示_20140804	[帮会]
2818	聊天_提示_20140804	[世界]
2819	聊天_提示_20140804	[系统]
2820	聊天_提示_20140804	[好友]
2821	聊天_提示_20140804	[小喇叭]
2822	聊天_提示_20140804	您对【{0}】说：
2823	聊天_提示_20140804	【{0}】对您说：
2824	聊天_提示_20140804	【{0}】说：
2825	装备比较_提示_20140804	{0}天
2826	装备比较_提示_20140804	人物等级需求: {0}
2827	装备比较_提示_20140804	已绑定
2828	装备比较_提示_20140804	未绑定
2829	装备比较_提示_20140804	战斗力:{0}
2830	装备比较_提示_20140804	[FFFF33]强化 +{0}
2831	装备强化_提示_20140804	下一等级：{0}
2832	装备强化_提示_20140804	人物等级需求: {0}
2833	装备比较_提示_20140804	{0}天
2834	装备比较_提示_20140804	{0}小时
2835	副本_提示_20140804	距离副本结束时间:{0}秒
2836	宝石_提示_20140804	消耗金币:{0}
2837	帮会商店_提示_20140804	购买
2838	道具TIPS_提示_20140804	使用等级：{0}级
2839	道具TIPS_提示_20140804	叠加数量:{0}
2840	道具TIPS_提示_20140804	使用
2841	道具TIPS_提示_20140804	按住中心不放，左右移动
2842	登录_提示_20140804	按住中心不放，左右移动
2843	登录_提示_20140804	更新失败
2844	登录_提示_20140804	正在请求服务器列表
2845	登录_提示_20140804	服务器列表请求失败
2846	登录_提示_20140804	请求列表成功，正在准备资源
2847	登录_提示_20140804	载入字体资源
2848	登录_提示_20140804	载入通用资源
2849	登录_提示_20140804	正在准备资源，即将进入游戏
2850	登录_提示_20140804	正在检查资源版本信息
2851	登录_提示_20140804	正在获取文件列表
2852	登录_提示_20140804	正在比对资源
2853	登录_提示_20140804	正在下载资源
2854	登录_提示_20140804	需要下载{0}K是否更新
2855	登录_提示_20140804	正在验证资源
2856	登录_提示_20140804	正在准备资源
2857	登录_提示_20140804	正在清理缓存
2858	登录_提示_20140804	资源更新完成
2859	登录_提示_20140804	更新失败
2860	登录_提示_20140804	正在下载资源 {0}KB/{0}KB
2861	喇叭_提示_20140804	{0}说
2862	结婚_提示_20140804	不，我想我还爱着他！
2863	结婚_提示_20140804	不，我想我还爱着她！
2864	结婚_提示_20140804	求婚
2865	师徒_提示_20140804	无
2866	师徒_提示_20140804	在线
2867	新手引导_提示_20140804	点这里
2868	在线领奖_提示_20140804	距离下次领奖：{0}{1}:{2}{3}:{4}{5}
2869	伙伴_提示_20140804	{0}秒
2870	社交_提示_20140804	队长
2871	社交_提示_20140804	队员
2872	死亡复活_UI_20140225	复活倒计时：{0}秒
2873	死亡复活_UI_20140225	复活倒计时：{0}分{1}秒
2874	技能_UI_20140225	点击施放普通攻击
2875	技能_UI_20140225	点击施放攻击
2876	称号_UI_20140225	头顶称号强制显示
2877	称号_UI_20140225	确定要删除称号吗？
2878	装备_UI_20140225	[FF9933]套装属性:
2879	VIP_UI_20140225	{0}级特权
2880	VIP_UI_20140225	再充值{0}元升级为VIP{1}
2881	VIP_UI_20140225	VIP{0}可以领取
2882	VIP_UI_20140225	VIP{0}特权
2883	VIP_UI_20140225	升级到VIP{0}后，您将享有以下特权：#r
2884	VIP_UI_20140225	◆ 每日可购买体能{0}次#r
2885	VIP_UI_20140225	◆ 每日藏经阁付费扫荡增加{0}次#r
2886	VIP_UI_20140225	◆ 每日酒楼付费做菜增加{0}次#r
2887	VIP_UI_20140225	◆ 各副本每日单人次数增加——#r
2888	VIP_UI_20140225	7天
2889	VIP_UI_20140225	30天
2890	VIP_UI_20140225	永久
2891	副本_提示_20140804	请耐心等待。
2892	绑定账号_提示_20140804	您当前未绑定账号，请前去绑定
2893	绑定账号_提示_20140805	恭喜您成功绑定账号，奖励已领取
2894	绑定账号_UI_20140806	充值需要完成账号绑定，是否前往
2895	设置_UI_20140804	联系客服
2896	师门_提示_20140804	未选择
2897	系统设置_提示_20140804	确定切换账号
2898	系统设置_提示_20140804	确定切换角色
2899	系统设置_提示_20140804	确定回到场景入口
2900	系统设置_提示_20140804	目前没有实现
2901	系统设置_提示_20140804	全部
2902	系统设置_提示_20140804	动物
2903	系统设置_提示_20140804	人形
2904	系统设置_提示_20140804	物理
2905	系统设置_提示_20140804	法术
2906	好友_提示_20140805	已发送申请
2907	坐骑_UI_20140806	剩余时间：{0}天{1}时{2}分
2908	坐骑_UI_20140806	已经有这个坐骑了，该物品无法使用！
2909	世界BOSS_提示信息_20140806	【{0}】队伍向您发起挑战，取消将被视为失败，对方会获得您的队伍的一部分威慑。是否响应？
2910	世界BOSS_提示信息_20140806	已发送挑战请求，请等待对方响应！
2911	世界BOSS_提示信息_20140806	对方拒绝了你们的挑战，您的队伍将直接获得对方的一部分威慑！
2912	领奖_UI_20140806	领取时间:  {0}月{1}日 至 {2}月{3}日{4} 至 {5}
2913	领奖_UI_20140807	元宝
2914	领奖_UI_20140808	经验：{0}
2915	领奖_UI_20140809	金币：{0}
2916	领奖_UI_20140810	元宝：{0}
2917	师门_提示_20140807	合服即将进行，在此期间将无法创建师门，请合服后再次尝试！
2918	经验获得_提示信息_20140807	您获得{0}经验，额外获得{1}离线经验
2919	激活码_界面_20140807	下方输入礼包兑换码后点击确定，奖品会通过游戏内的邮件发送，注意查收。
2920	激活码_界面_20140807	确定
2921	激活码_界面_20140807	取消
2922	激活码_提示_20140807	输入的礼包兑换码无效
2923	激活码_提示_20140807	该礼包兑换码无效
2924	激活码_提示_20140807	该礼包兑换码已使用过
2925	激活码_提示_20140807	该礼包兑换码已过期
2926	激活码_提示_20140807	该礼包兑换码在本服内无效
2927	激活码_提示_20140807	兑换成功，奖励已通过邮件发送成功注意查收，如邮件已满清理后可以接收。
2928	合服_提示_20140808	修改帮会名称需要消耗{0}元宝
2929	合服_提示_20140808	对不起，输入文字有敏感字符，无法发送。
2930	合服_提示_20140808	您输的帮会名称已存在，请重新输入。
2931	改名_提示_20140808	下方输入新名称，此次改名会消耗{0}
2932	改名_提示_20140808	名称中包含屏蔽字，请重新输入
2933	改名_提示_20140808	您的绑定元宝不足
2934	改名_提示_20140808	该名称已存在，请重新输入
2935	副本通用规则_提示_20140808	已经使用过同类物品
2936	合服_提示_20140808	本服近期进行数据合并，届时邮件内容将清空。请提前处理个人邮件，注意寄售行下架商品。
2937	合服_提示_20140808	本服近期进行数据合并，目前不可创建帮会。
2938	合服_提示_20140808	本服近期进行数据合并，届时邮件内容将清空。请提前处理个人邮件，注意寄售行下架商品。服务器排行在{0}名后的帮会和排行在{1}名后的师门即将清除，帮会和师门具体排名可在风云榜中查找。
2939	激活码_提示_20140807	您已领取相关奖励，不能多次领取。
2940	改名_提示_20140808	非帮主不能修改帮会名称
2941	改名_提示_20140808	您没有帮会
2942	改名_提示_20140808	非掌门不能修改师门名称
2943	改名_提示_20140808	对不起，字符过长，请重新输入
2944	改名_提示_20140809	名称成功修改为{0}
2945	黑市_提示_20140809	苏州({0}，{1})处的黑市商人货物已备齐，商人只停留1个小时，快来抢购吧。
2946	黑市_提示_20140809	当前货物存货不足，购买失败
2947	黑市_提示_20140809	您今天购买的次数已达到{0}次，请明日再来。
2948	黑市_提示_20140809	每15分钟只能购买一件商品，请{0}分钟之后再来。
2949	黑市_提示_20140809	黑市功能暂未开放
2950	黑市_提示_20140809	黑市商人已经走了，欢迎下次光顾
2951	黑市_提示_20140809	购买成功，货物已通过邮件送达，欢迎下次光临
2952	帮战_邮件_20140811	恭喜贵帮在本轮比赛中成功晋级，贵帮的每位参赛成员都会获得如下奖励：
2953	帮战_邮件_20140811	很遗憾，贵帮止步于本轮比赛，贵帮的每位参赛成员都会获得如下报酬：
2954	侠客_提示_20140811	拜访十次
2955	改名_提示_20140812	您没有师门
2956	组队平台_ui_20140812	一键组队
2957	组队平台_ui_20140812	停止匹配
2958	组队平台_ui_20140812	{0}{1}组队成功是否进入?
2959	邮件_提示_20140813	有新邮件，当前邮箱已满，清理后可查收。
2960	江湖名人录_ui_20140813	选择分页
2961	经验上限_提示_20140813	经验已达当日上限，将不能获得野外收益
2962	经验上限_提示_20140813	经验已达当日上限，将不能获得经验收益
2963	帮会_提示_20140813	当前帮会成员已达上限，无法申请。
2964	师门_提示_20140813	技能名包含非法字符
2965	师门_提示_20140813	激活此技能需要师门薪火达到{0}
2966	师门_提示_20140813	激活此技能需要消耗掌门{0}薪火，薪火不足
2967	坐骑_提示_20140813	[2c97f1]{0}[FFFFFF]坐骑已经拥有，使用则延长有效期[2c97f1]{1}[FFFFFF]天，是否继续？
2968	坐骑_提示_20140813	[FFFFFF]坐骑已经拥有，使用则有效期变为[2c97f1]永久[FFFFFF]，是否继续？
2969	坐骑_提示_20140813	[2c97f1]{0}[FFFFFF]坐骑已经拥有，使用则[F20A0A]销毁[FFFFFF]该道具，是否继续？
2970	组队平台_提示_20140813	拥有佣兵的时候无法使用一键组队
2971	师门_提示_20140813	10级以上玩家才能加入师门
2972	帮会_提示_20140813	{0}万
2973	师门_提示_20140813	由于您所在师门的掌门长期不在线，师门将于{0}天后解散！
2974	师门_提示_20140813	由于您所在师门的掌门长期不在线，师门将于{0}小时后解散！
2975	师门_提示_20140813	由于您所在师门的在线人数长期不足，师门将于{0}天后解散！
2976	师门_提示_20140813	由于您所在师门的在线人数长期不足，师门将于{0}小时后解散！
2977	师门_提示_20140813	由于您所在师门掌门长期不在线，或者在线人数长期不足，您的师门已经被解散了！
2978	帮会_提示_20140813	任命
2979	帮会_提示_20140813	撤销
2980	华山论剑_提示	华山论剑已开启
2981	仓库_提示_20140814	解锁下一分页需要消耗{0}金币，是否继续？
2982	仓库_提示_20140814	解锁下一分页需要消耗{0}绑定元宝，是否继续？
2983	黑市_提示_20140814	抱歉，货物已售完，购买扣除的金钱已通过邮件返还
2984	黑市_提示_20140814	距离黑市商人过远
2985	黑市_提示_20140814	黑市商人：请查收你在黑市购得的货物，感谢光顾，欢迎下次光临
2986	黑市_提示_20140814	黑市商人：抱歉，因库存不足，本次购买失败，请查收你黑市购买失败返还的金钱，欢迎下次光临
2987	华山论剑_提示	正在查询，请稍后
2988	仓库_提示_20140814	仓库取出成功
2989	仓库_提示_20140814	放入仓库成功
2990	酒楼_提示_20140814	{0}/{1}
2991	组队_UI_20140814	X:{0}，Y:{1}
2992	师门_UI_20140815	技能不可用！因为您没有师门，或者师门未激活该技能。
2993	帮会_提示_20140815	{0}处于离帮冷状态，暂时无法加入帮会。
2994	师门_提示_20140815	已经离开师门或师门未激活此技能，技能无法使用
2995	世界BOSS_UI_20140815	对方正在参加挑战，您的队伍暂时不能发起挑战！
2996	乾坤袋_提示_20140815	此次合成需要消耗{0}#q1，是否继续？
2997	技能_提示_20140815	当前场景无法使用技能
2998	帮战_提示_20140816	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮轮空，成功晋级{1}强
2999	帮战_提示_20140816	战报：在刚刚结束的帮战晋级赛第{0}轮比赛中，本帮轮空，成功晋级决赛
3000	帮战_提示_20140816	战报：在刚刚结束的帮战晋级赛决赛比赛中，本帮轮空，成功夺取帮战第一名的桂冠，参赛帮会成员可以通过邮件领取本次参战奖励
3001	帮战_提示_20140816	正在进行的是每周一次的帮战半决赛，欢迎各路英雄逐鹿沙场！
3002	帮战_提示_20140816	正在进行的是每周一次的帮战决赛，欢迎各路英雄逐鹿沙场！
3003	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫天枢据点
3004	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫天璇据点
3005	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫天玑据点
3006	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫天权据点
3007	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫玉衡据点
3008	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫开阳据点
3009	帮战_提示_20140816	战报：本帮{0}带领的小队击退{1}帮的{2}等人，成功守卫摇光据点
3010	帮战_提示_20140816	战报：本帮天枢据点被{0}帮的{1}等人占领，请火速增援
3011	帮战_提示_20140816	战报：本帮天璇据点被{0}帮的{1}等人占领，请火速增援
3012	帮战_提示_20140816	战报：本帮天玑据点被{0}帮的{1}等人占领，请火速增援
3013	帮战_提示_20140816	战报：本帮天权据点被{0}帮的{1}等人占领，请火速增援
3014	帮战_提示_20140816	战报：本帮玉衡据点被{0}帮的{1}等人占领，请火速增援
3015	帮战_提示_20140816	战报：本帮开阳据点被{0}帮的{1}等人占领，请火速增援
3016	帮战_提示_20140816	战报：本帮摇光据点被{0}帮的{1}等人占领，请火速增援
3017	帮战_提示_20140816	本周帮战海选赛已胜利结束，晋级的十六强帮会名单可在帮战界面查询，周六晚上将开启晋级赛，敬请关注！
3018	帮战_提示_20140816	本周帮战八强争夺赛已胜利结束，晋级的八强帮会名单可在帮战界面查询，即将开启的是四强争夺赛，敬请关注！
3019	帮战_提示_20140816	本周帮战四强争夺赛已胜利结束，晋级的四强帮会名单可在帮战界面查询，周日晚上将开启半决赛和决赛，敬请关注！！
3020	帮战_提示_20140816	本周帮战半决赛已胜利结束，晋级的四强帮会名单可在帮战界面查询，即将开启的是本周天下第一帮的争夺战，敬请关注！
3021	帮战_提示_20140816	本周天下第一帮争夺战已胜利结束，恭贺{0}帮会成功夺得天下第一帮桂冠
3022	帮会_界面_20140816	{0}级帮会加成
3023	师门_提示_20140816	获得{0}薪火
3024	世界boss_提示_20140816	恭喜获得胜利
3025	世界boss_提示_20140816	下次努力
3026	仓库_提示_20140816	仓库功能未开启
3027	华山论剑_提示_20140816	我的战斗力:{0}
3028	装备_提示_20140816	装备后物品将绑定
3029	体能_提示_20140816	进入苏州城后，体能值恢复速度翻倍。
3030	江湖名人录_公告	雄霸江湖名人录的{0}重返武林，众侠士敢挑战否？
3031	帮会_提示	{0}的等级过低，不能被邀请加入您的帮会。
3032	副本通用规则_提示_20140818	组队信息已发送
3033	通用规则_提示_20140818	充值未开放
3034	伙伴_提示_20140818	伙伴资质点已达到上限
3035	仇杀追踪_提示_20140819	缺少雾影寻踪道具，此道具在商城中有售。
3036	仇杀追踪_提示_20140819	您的金币不足，无法传送
3037	仇杀追踪_提示_20140819	当前状态不能使用传送功能
3038	帮会_提示_20140820	加入帮会需24小时后才能兑换此道具。
3039	帮会_提示_20140820	当前帮会等每周只能兑换此道具{0}次，输入的兑换量已超上限。
3040	排行榜_UI_20140516	难度
3041	排行榜_UI_20140516	普通
3042	排行榜_UI_20140516	困难
3043	排行榜_UI_20140516	挑战
3044	雇佣_提示_20140821	雇佣失败，已返还雇佣所花的金钱及次数。请查收附件。
3045	雇佣_提示_20140821	雇佣失败
3046	美人_提示_20140821	恭喜获得美人的馈赠
3047	伙伴_提示_20140821	动物伙伴不能装备此技能
3048	伙伴_提示_20140821	人形伙伴不能装备此技能
3049	酒楼_提示_20140822	请先选择菜品
3050	烟花_提示_20140822	{0}燃放了美丽的烟花{1}
3051	坐骑_提示_20140813	你还未装备该坐骑
3052	仇杀追踪_提示_20140819	场景线路人数已满，无法传送，请稍后尝试。
3053	元宝商店_UI_20140822	VIP9以上可以使用此商店
3054	改名_UI_20140822	个人改名
3055	改名_UI_20140822	帮会改名
3056	改名_UI_20140822	师门改名
3057	改名_提示_20140825	本师门的名称已由【{0}】修改为【{1}】，请各位成员知晓！
3058	改名_提示_20140825	本帮会的名称已由【{0}】修改为【{1}】，请各位成员知晓！
3059	改名_提示_20140825	队员【{0}】已经改名为【{1}】，请各位队员知晓！
3060	改名_提示_20140825	你的好友【{0}】已改名为【{1}】，请留意！
3061	充值_UI_20140825	当前充值返利状态：[a2ff00]{0}[-]倍（充值元宝+额外绑定元宝）
3062	黑市_提示_20140809	洱海({0}，{1})处的黑市商人货物已备齐，商人只停留1个小时，快来抢购吧。
3063	寻仇追杀_提示_20140826	该玩家当前不在线
3064	寻仇追杀_提示_20140826	添加仇人成功
3065	兼容性_提示_20140826	您的机型目前我们还未做优化处理，游戏过程中可能会遇到一些小问题，请谅解
3066	VIP1-4升级_系统公告_20140826	恭喜{0}升级到VIP{1}！橙武紫宠橙美人，初入江湖最佳选！
3067	VIP5-6升级_系统公告_20140826	恭喜{0}升级到VIP{1}！战力提升何处去？元宝商城任您挑！
3068	VIP7-8升级_系统公告_20140826	恭喜{0}升级到VIP{1}！极品美人加神雕，唯我江湖任逍遥！
3069	VIP9-11升级_系统公告_20140826	恭喜{0}升级到VIP{1}！橙装一身唾手得，一统江湖指日待！
3070	VIP12升级_系统公告_20140826	恭喜{0}升级到VIP{1}！霸业已成，万众敬仰！
3071	寻仇追杀_提示_20140826	场景：{0}  线路：{1}#r是否可传送：可传送#r是否传送？
3072	寻仇追杀_提示_20140826	可传送
3073	寻仇追杀_提示_20140826	不可传送
3074	坐骑_提示_20140826	为了大家能流畅地体验游戏，坐骑和伙伴不允许同时召唤，敬请谅解！
3075	寻仇追杀_提示_20140826	场景：{0}  线路：{1}#r是否可传送：不可传送
3076	寻仇追杀_提示_20140826	充值时间:{0}至{1}
3077	帮会创建_系统公告_20140826	{0}创建了帮会：{1}！
3078	领奖_UI_20140807	声望
3079	领奖_UI_20140808	声望：{0}
3080	领奖_UI_20140809	真气
3081	领奖_UI_20140810	真气：{0}
3082	充值异常_邮件_20140827	十分抱歉由于掉线等突发情况导致充值奖励没能及时发放，现在请您确认查收您的充值奖励，祝您游戏愉快
3083	仓库_UI_20140810	此物品无法放入仓库
3084	美人_UI_20140827	(下一品阶：+{0}{1})
3085	战力体检_配表_20140715	怒海锄奸副本
3086	战力体检_配表_20140715	掉落用于美人进化的【冰魄神丹】，“进化”可大幅提升美人属性。
3087	师门称号获得_广播_20140827	<a>【{0}】</a>威名远播，众侠士皆拜其为师，尊称其为【{1}】。
3088	少室山称号获得_广播_20140828	<a>【{0}】</a>于少室山上力压群雄，被各门派拥戴为【{1}】。
3089	藏经阁90层称号获得_广播_20140829	<a>【{0}】</a>独闯藏经阁突破90层，其称号【{1}】为后世熟知。
3090	藏经阁100层称号获得_广播_20140829	<a>【{0}】</a>独闯藏经阁突破100层，其称号【{1}】为后世熟知。
3091	世界BOSS称号获得_广播_20140830	<a>【{0}】</a>在与天山童姥的大战中神功盖世，被敬称【{1}】。
3092	100级称号获得_广播_20140830	<a>【{0}】</a>数年闭关精诚修炼，已突破界限升至100级，独立于【{1}】。
3093	帮会_提示_20140826	申请入帮
3094	帮会_提示_20140826	你已经有帮派了，不能再申请加入其他帮派！
3095	帮会_提示_20140826	{0}没有帮会。
3096	聚贤庄_提示_20140828	<a>【{0}】</a>大战聚贤庄，江湖侠客丢下一件未绑定版<a>【{1}】</a>
3097	少室山_提示_20140828	恭喜<a>【{0}】</a>在少室山挑战中获得了未绑定版<a>【{1}】</a>
3098	组队平台_UI_20140828	组队中
3099	藏经阁_UI_20140828	怪物{0}级
3100	帮会_提示_20140829	帮会已申请，请等待帮主审批
3101	技能_UI_20140901	被动技能
3102	分享_UI_20140901	恭喜你得到一个香甜的大南瓜。#r赶紧通过微信、新浪微博或腾讯微博与你的好友分享吧。你和好友都将获得丰厚奖励哦。
3103	结婚_提示_20140901	豪华婚礼才能进行巡游。
3104	结婚_提示_20140901	对不起，已超出规定的时限，巡游时间已过。
3105	结婚_提示_20140901	【{0}】公子和【{1}】姑娘的结婚仪式已完毕，请大家再次祝福他们！
