Id	DESC	szString	type_1	type_2
2269		蔣介石	1	1
2270		蔣中正	1	1
2271		講法	1	1
2272		酱猪媳	1	1
2273		醬猪媳	1	1
2274		交通部	1	1
2275		姣西	1	1
2276		叫床	1	1
2277		叫鸡	1	1
2278		叫小姐	1	1
2279		教徒	1	1
2280		教学改变决定	1	1
2281		教養院	1	1
2282		教育部	1	1
2283		揭批書	1	1
2284		街头对抗	1	1
2285		街头对抗靠	1	1
2286		戒备森严	1	1
2287		届中央政治局委员	1	1
2288		届中央政治局委員	1	1
2289		金枪不倒	1	1
2290		金槍不倒	1	1
2291		金日成	1	1
2292		金堯如	1	1
2293		金澤辰	1	1
2294		金正日	1	1
2295		巹	1	1
2296		紧急通知	1	1
2297		錦濤	1	1
2298		禁书	1	1
2299		茎	1	1
2300		茎候佳阴	1	1
2301		经济社会理事会	1	1
2302		经社理事会	1	1
2303		经血	1	1
2304		莖候佳陰	1	1
2305		經文	1	1
2306		經血	1	1
2307		精液	1	1
2308		精子	1	1
2309		警匪一家	1	1
2310		敬国神社	1	1
2311		靖国神社	1	1
2312		靖國神社	1	1
2313		静坐	1	1
2314		纠察员	1	1
2315		鸠	1	1
2316		鸠屎	1	1
2317		九?十?三西藏政治犯运动	1	1
2318		齟	1	1
2319		屨	1	1
2320		絕望之地	1	1
2321		譎	1	1
2322		军国主义	1	1
2323		军妓	1	1
2324		军事委员会	1	1
2325		军委	1	1
2326		军长发威	1	1
2327		軍妓	1	1
2328		开苞	1	1
2329		开放杂志	1	1
2330		開苞	1	1
2331		開放雜志	1	1
2332		砍	1	1
2333		砍翻一條街	1	1
2334		砍人	1	1
2335		砍杀	1	1
2336		砍杀事件	1	1
2337		砍死	1	1
2338		看牌器	1	1
2339		看牌软件	1	1
2340		看棋器	1	1
2341		看棋软件	1	1
2342		看中國	1	1
2343		尻	1	1
2344		靠	1	1
2345		靠你妈	1	1
2346		靠你媽	1	1
2347		靠腰	1	1
2348		柯賜海	1	1
2349		嗑药	1	1
2350		可待因	1	1
2351		可卡叶	1	1
2352		可卡因	1	1
2353		克林顿	1	1
2354		客戶服務	1	1
2355		客户服务	1	1
2356		客户服务人员	1	1
2357		客运站	1	1
2358		緙	1	1
2359		掯	1	1
2360		恐怖	1	1
2361		恐怖暴力	1	1
2362		恐怖暴力事件	1	1
2363		恐怖分子	1	1
2364		恐怖分子 	1	1
2365		恐怖分子杀到内地了	1	1
2366		恐怖份子	1	1
2367		恐怖事件	1	1
2368		恐怖袭击	1	1
2369		恐怖主义	1	1
2370		恐怖主義	1	1
2371		恐怖组织	1	1
2372		瞘	1	1
2373		口供	1	1
2374		口交	1	1
2375		口交靠	1	1
2376		嚳	1	1
2377		狂操	1	1
2378		狂操你全家	1	1
2379		貺	1	1
2380		鄺錦文	1	1
2381		昆华医院	1	1
2382		昆明301事件	1	1
2383		昆明火车站	1	1
2384		昆圖	1	1
2385		垃圾游戏	1	1
2386		垃圾游戏靠	1	1
2387		拉登	1	1
2388		拉嘎	1	1
2389		拉姆斯菲尔德	1	1
2390		拉姆斯菲爾德	1	1
2391		拉皮条	1	1
2392		拉皮條	1	1
2393		拉萨	1	1
2394		来插我	1	1
2395		来干	1	1
2396		来爽我	1	1
2397		賴士葆	1	1
2398		览叫	1	1
2399		懒教	1	1
2400		烂B	1	1
2401		烂屄	1	1
2402		烂逼	1	1
2403		烂比	1	1
2404		烂袋	1	1
2405		烂屌	1	1
2406		烂货	1	1
2407		烂鸟	1	1
2408		烂人	1	1
2409		烂游戏	1	1
2410		烂游戏靠	1	1
2411		滥B	1	1
2412		滥逼	1	1
2413		滥比	1	1
2414		滥货	1	1
2415		滥交	1	1
2416		濫B	1	1
2417		濫逼	1	1
2418		濫比	1	1
2419		濫貨	1	1
2420		濫交	1	1
2421		爛B	1	1
2422		爛逼	1	1
2423		爛比	1	1
2424		爛袋	1	1
2425		爛貨	1	1
2426		狼狈为奸	1	1
2427		劳+教+所	1	1
2428		劳动保障部	1	1
2429		劳动教养所	1	1
2430		劳改	1	1
2431		劳教	1	1
2432		勞動教養所	1	1
2433		勞改	1	1
2434		勞教	1	1
2435		老逼	1	1
2436		老虎机	1	1
2437		老毛子	1	1
2438		老母	1	1
2439		鰳	1	1
2440		誄	1	1
2441		离长春	1	1
2442		黎阳评	1	1
2443		李大师	1	1
2444		李大钊	1	1
2445		李登辉	1	1
2446		李弘旨	1	1
2447		李红志	1	1
2448		李宏旨	1	1
2449		李宏志	1	1
2450		李洪寬	1	1
2451		李洪志	1	1
2452		李紅痔	1	1
2453		李繼耐	1	1
2454		李磕墙	1	1
2455		李克强	1	1
2456		李岚清	1	1
2457		李蘭菊	1	1
2458		李老師	1	1
2459		李祿	1	1
2460		李錄	1	1
2461		李鹏	1	1
2462		李鹏*	1	1
2463		李慶安	1	1
2464		李慶華	1	1
2465		李瑞环	1	1
2466		李山	1	1
2467		李淑嫻	1	1
2468		李铁映	1	1
2469		李鐵映	1	1
2470		李旺陽	1	1
2471		李先念	1	1
2472		李小鵬	1	1
2473		李月月鳥	1	1
2474		李长春	1	1
2475		李志綏	1	1
2476		李總理	1	1
2477		李總統	1	1
2478		裏菲斯	1	1
2479		鱧	1	1
2480		轢	1	1
2481		连战	1	1
2482		連方瑀	1	1
2483		連惠心	1	1
2484		連勝德	1	1
2485		連勝文	1	1
2486		連戰	1	1
2487		联大	1	1
2488		联合国	1	1
2489		联合国大会	1	1
2490		联合国人权专员	1	1
2491		联易	1	1
2492		联易互动	1	1
2493		联总	1	1
2494		联总之声传单	1	1
2495		廉政大论坛	1	1
2496		廉政大論壇	1	1
2497		奩	1	1
2498		聯總	1	1
2499		煉功	1	1
2500		粮食局	1	1
2501		两岸关系	1	1
2502		两岸三地论坛	1	1
2503		两个中国	1	1
2504		两会	1	1
2505		两会报道	1	1
2506		两会代表	1	1
2507		两会期间	1	1
2508		两会新闻	1	1
2509		两腿之间	1	1
2510		兩岸關係	1	1
2511		兩岸三地論壇	1	1
2512		兩個中國	1	1
2513		兩會報道	1	1
2514		兩會新聞	1	1
2515		廖錫龍	1	1
2516		列宁	1	1
2517		林保華	1	1
2518		林彪	1	1
2519		林長盛	1	1
2520		林佳龍	1	1
2521		林泉幼儿园	1	1
2522		林信義	1	1
2523		林业局	1	1
2524		林正勝	1	1
2525		林重謨	1	1
2526		淋病	1	1
2527		躪	1	1
2528		凌晨两点	1	1
2529		淩鋒	1	1
2530		另一个地方	1	1
2531		流氓	1	1
2532		劉賓深	1	1
2533		劉賓雁	1	1
2534		劉剛	1	1
2535		劉國凱	1	1
2536		劉華清	1	1
2537		劉俊國	1	1
2538		劉凱中	1	1
2539		劉千石	1	1
2540		劉青	1	1
2541		劉山青	1	1
2542		劉士賢	1	1
2543		劉文勝	1	1
2544		劉文雄	1	1
2545		劉曉波	1	1
2546		劉曉竹	1	1
2547		劉永川	1	1
2548		六.四	1	1
2549		六。四	1	1
2550		六合彩	1	1
2551		六盘水	1	1
2552		六四	1	1
2553		六-四	1	1
2554		六四事件	1	1
2555		六四运动	1	1
2556		六四真相	1	1
2557		鷚	1	1
2558		龙虎靠	1	1
2559		龙首	1	1
2560		龙新民	1	1
2561		龍虎豹	1	1
2562		龍首	1	1
2563		娄底娄星广场	1	1
2564		陆委会	1	1
2565		陸委會	1	1
2566		輅	1	1
2567		卵	1	1
2568		卵巢	1	1
2569		乱交	1	1
2570		乱砍人	1	1
2571		乱伦	1	1
2572		乱轮	1	1
2573		亂交	1	1
2574		亂倫	1	1
2575		亂輪	1	1
2576		掄功	1	1
2577		轮干	1	1
2578		轮功	1	1
2579		轮奸	1	1
2580		轮流干	1	1
2581		轮盘赌	1	1
2582		倫功	1	1
2583		輪大	1	1
2584		輪功	1	1
2585		輪奸	1	1
2586		论坛管理员	1	1
2587		論壇管理員	1	1
2588		腡	1	1
2589		骡干	1	1
2590		羅福助	1	1
2591		羅幹	1	1
2592		羅禮詩	1	1
2593		羅文嘉	1	1
2594		羅志明	1	1
2595		濼	1	1
2596		吕秀莲	1	1
2597		呂京花	1	1
2598		呂秀蓮	1	1
2599		旅游局	1	1
2600		鋝	1	1
2601		妈B	1	1
2602		妈逼	1	1
2603		妈逼靠	1	1
2604		妈比	1	1
2605		妈的	1	1
2606		妈的靠	1	1
2607		妈卖妈屁	1	1
2608		妈批	1	1
2609		妈祖	1	1
2610		媽B	1	1
2611		媽比	1	1
2612		媽的	1	1
2613		媽批	1	1
2614		麻醉钢枪	1	1
2615		麻醉枪	1	1
2616		麻醉药	1	1
2617		麻醉乙醚	1	1
2618		嗎的	1	1
2619		嗎啡	1	1
2620		马克思	1	1
2621		马卖马屁	1	1
2622		马英九	1	1
2623		馬大維	1	1
2624		馬克思	1	1
2625		馬良駿	1	1
2626		馬三家	1	1
2627		馬時敏	1	1
2628		馬特斯	1	1
2629		馬英九	1	1
2630		馬永成	1	1
2631		瑪雅	1	1
2632		吗的	1	1
2633		吗的靠	1	1
2634		吗啡	1	1
2635		吗啡碱	1	1
2636		吗啡片	1	1
2637		买财富	1	1
2638		买卖枪支	1	1
2639		麦角酸	1	1
2640		卖.国	1	1
2641		卖B	1	1
2642		卖ID	1	1
2643		卖QQ	1	1
2644		卖逼	1	1
2645		卖比	1	1
2646		卖财富	1	1
2647		卖党求荣	1	1
2648		卖国	1	1
2649		卖国求荣	1	1
2650		卖号	1	1
2651		卖号靠	1	1
2652		卖卡	1	1
2653		卖软件	1	1
2654		卖骚	1	1
2655		卖药	1	1
2656		卖淫	1	1
2657		麥克斯	1	1
2658		勱	1	1
2659		賣逼	1	1
2660		賣比	1	1
2661		賣國	1	1
2662		賣騷	1	1
2663		賣淫	1	1
2664		瞞報	1	1
2665		慢性毒药	1	1
2666		毛XX	1	1
2667		毛厕洞	1	1
2668		毛厠洞	1	1
2669		毛东突暴动和独立	1	1
2670		毛东突组织	1	1
2671		毛东亚病夫	1	1
2672		毛董建华	1	1
2673		毛董贱华	1	1
2674		毛董文华	1	1
2675		毛懂文华	1	1
2676		毛独立	1	1
2677		毛独立台湾会	1	1
2678		毛短信群发器	1	1
2679		毛对日强硬	1	1
2680		毛多维社	1	1
2681		毛多维网	1	1
2682		毛多维新闻	1	1
2683		毛多维周刊	1	1
2684		毛恶搞晚会	1	1
2685		毛恩格斯	1	1
2686		毛二B	1	1
2687		毛二屄	1	1
2688		毛二逼	1	1
2689		毛二乙基酰胺	1	1
2690		毛发改委	1	1
2691		毛发奖使者	1	1
2692		毛发抡	1	1
2693		毛发抡功	1	1
2694		毛发伦	1	1
2695		毛发伦功	1	1
2696		毛发轮	1	1
2697		毛发论	1	1
2698		毛发论公	1	1
2699		毛发论功	1	1
2700		毛发骚	1	1
2701		毛发展研究中心	1	1
2702		毛发正念	1	1
2703		毛法(轮)功	1	1
2704		毛法*轮*功	1	1
2705		毛法功	1	1
2706		毛法愣	1	1
2707		毛法仑	1	1
2708		毛法轮	1	1
2709		毛法轮大法	1	1
2710		毛法轮功	1	1
2711		毛法西斯	1	1
2712		毛法制办	1	1
2713		毛反动	1	1
2714		毛反封锁技术	1	1
2715		毛反革命	1	1
2716		毛反共	1	1
2717		毛反华	1	1
2718		毛反恐委员会	1	1
2719		毛反日	1	1
2720		毛反政府	1	1
2721		毛分裂祖国	1	1
2722		毛佛教	1	1
2723		毛佛展千手法	1	1
2724		毛佛祖	1	1
2725		毛斧头镰刀	1	1
2726		毛傅鹏	1	1
2727		毛傅作义	1	1
2728		毛干GM	1	1
2729		毛干拎娘	1	1
2730		毛干你	1	1
2731		毛干你妈	1	1
2732		毛干你妈b	1	1
2733		毛干你妈逼	1	1
2734		毛干你娘	1	1
2735		毛干妳	1	1
2736		毛干妳老母	1	1
2737		毛干妳妈	1	1
2738		毛干妳娘	1	1
2739		毛干七八	1	1
2740		毛干死你	1	1
2741		毛肛	1	1
2742		毛肛交	1	1
2743		毛肛门	1	1
2744		毛港澳办	1	1
2745		毛高俊	1	1
2746		毛高丽棒子	1	1
2747		毛高校暴乱	1	1
2748		毛高校群体事件	1	1
2749		毛高校骚乱	1	1
2750		毛睾	1	1
2751		毛睾丸	1	1
2752		毛膏药旗	1	1
2753		毛工力	1	1
2754		毛工商局	1	1
2755		毛工作人员	1	1
2756		毛弓虽女干	1	1
2757		毛公安	1	1
2758		毛公安部	1	1
2759		毛公安局	1	1
2760		毛共产党	1	1
2761		毛共产主义	1	1
2762		毛共匪	1	1
2763		毛共狗	1	1
2764		毛共青团员	1	1
2765		毛狗b	1	1
2766		毛狗操	1	1
2767		毛狗卵	1	1
2768		毛狗娘	1	1
2769		毛狗屁	1	1
2770		毛狗日	1	1
2771		毛狗日的	1	1
2772		毛狗屎	1	1
2773		毛狗养	1	1
2774		毛古方迷香	1	1
2775		毛观世音	1	1
2776		毛官逼民反	1	1
2777		毛官商勾结	1	1
2778		毛管理人员	1	1
2779		毛管理员	1	1
2780		毛光明日报	1	1
2781		毛广电局	1	1
2782		毛龟儿子	1	1
2783		毛龟公	1	1
2784		毛龟孙子	1	1
2785		毛龟头	1	1
2786		毛鬼村	1	1
2787		毛滚	1	1
2788		毛郭伯雄	1	1
2789		毛国安局	1	1
2790		毛国防部	1	1
2791		毛国防科工委	1	1
2792		毛国管局	1	1
2793		毛国际法院	1	1
2794		毛国家民委	1	1
2795		毛国家主席	1	1
2796		毛国家主要部委	1	1
2797		毛国民党	1	1
2798		毛国民党万岁	1	1
2799		毛国土资源部	1	1
2800		毛国务院	1	1
2801		毛国研室	1	1
2802		毛国资委	1	1
2803		毛哈批	1	1
2804		毛海关总署	1	1
2805		毛海洛因	1	1
2806		毛海洋局	1	1
2807		毛何候华	1	1
2808		毛贺国强	1	1
2809		毛贺龙	1	1
2810		毛黑社会	1	1
2811		毛黑手党	1	1
2812		毛红卫兵	1	1
2813		毛洪兴	1	1
2814		毛洪志	1	1
2815		毛后庭	1	1
2816		毛胡XX	1	1
2817		毛胡紧涛	1	1
2818		毛胡紧掏	1	1
2819		毛胡紧套	1	1
2820		毛胡锦涛	1	1
2821		毛胡锦淘	1	1
2822		毛胡乔木	1	1
2823		毛胡耀邦	1	1
2824		毛胡主席	1	1
2825		毛花柳	1	1
2826		毛华国锋	1	1
2827		毛华建敏	1	1
2828		毛欢城	1	1
2829		毛欢城互动	1	1
2830		毛环保总局	1	1
2831		毛换妻	1	1
2832		毛黄　菊	1	1
2833		毛黄菊	1	1
2834		毛黄色电影	1	1
2835		毛黄色小电影	1	1
2836		毛回回	1	1
2837		毛回教	1	1
2838		毛回良玉	1	1
2839		毛回民暴动	1	1
2840		毛回族人吃猪肉	1	1
2841		毛昏药	1	1
2842		毛火棒	1	1
2843		毛机八	1	1
2844		毛机巴	1	1
2845		毛鸡	1	1
2846		毛鸡八	1	1
2847		毛鸡巴	1	1
2848		毛鸡叭	1	1
2849		毛鸡芭	1	1
2850		毛鸡掰	1	1
2851		毛鸡鸡	1	1
2852		毛鸡奸	1	1
2853		毛基地组织	1	1
2854		毛基督	1	1
2855		毛基督教	1	1
2856		毛激情电影	1	1
2857		毛激情小电影	1	1
2858		毛几届中央政治局委员	1	1
2859		毛计牌软件	1	1
2860		毛计生委	1	1
2861		毛妓	1	1
2862		毛妓女	1	1
2863		毛妓院	1	1
2864		毛佳静安定片	1	1
2865		毛贾庆林	1	1
2866		毛奸	1	1
2867		毛奸夫淫妇	1	1
2868		毛奸你	1	1
2869		毛奸淫	1	1
2870		毛监察部	1	1
2871		毛监管局	1	1
2872		毛监听王	1	1
2873		毛检察院	1	1
2874		毛建设部	1	1
2875		毛贱	1	1
2876		毛贱逼	1	1
2877		毛贱货	1	1
2878		毛贱人	1	1
2879		毛江Core	1	1
2880		毛江八	1	1
2881		毛江八点	1	1
2882		毛江独裁	1	1
2883		毛江核心	1	1
2884		毛江青	1	1
2885		毛江戏子	1	1
2886		毛江择民	1	1
2887		毛江泽民	1	1
2888		毛江贼民	1	1
2889		毛江折民	1	1
2890		毛江猪	1	1
2891		毛江猪媳	1	1
2892		毛江主席	1	1
2893		毛僵贼民	1	1
2894		毛疆独	1	1
2895		毛蒋介石	1	1
2896		毛蒋经国	1	1
2897		毛蒋中正	1	1
2898		毛酱猪媳	1	1
2899		毛交通部	1	1
2900		毛姣西	1	1
2901		毛叫床	1	1
2902		毛叫鸡	1	1
2903		毛叫小姐	1	1
2904		毛教育部	1	1
2905		毛届中央政治局委员	1	1
2906		毛金日成	1	1
2907		毛金正日	1	1
2908		毛禁书	1	1
2909		毛经济社会理事会	1	1
2910		毛经社理事会	1	1
2911		毛精液	1	1
2912		毛精子	1	1
2913		毛警匪一家	1	1
2914		毛敬国神社	1	1
2915		毛靖国神社	1	1
2916		毛静坐	1	1
2917		毛纠察员	1	1
2918		毛鸠	1	1
2919		毛鸠屎	1	1
2920		毛军国主义	1	1
2921		毛军妓	1	1
2922		毛军事委员会	1	1
2923		毛军委	1	1
2924		毛军长发威	1	1
2925		毛看牌器	1	1
2926		毛看牌软件	1	1
2927		毛看棋器	1	1
2928		毛看棋软件	1	1
2929		毛抗日	1	1
2930		毛尻	1	1
2931		毛靠	1	1
2932		毛靠你妈	1	1
2933		毛靠腰	1	1
2934		毛可待因	1	1
2935		毛可卡叶	1	1
2936		毛可卡因	1	1
2937		毛克林顿	1	1
2938		毛客服	1	1
2939		毛客户服务人员	1	1
2940		毛恐怖份子	1	1
2941		毛恐怖主义	1	1
2942		毛口交	1	1
2943		毛寇晓伟	1	1
2944		毛狂操	1	1
2945		毛狂操你全家	1	1
2946		毛拉登	1	1
2947		毛拉姆斯菲尔德	1	1
2948		毛懒教	1	1
2949		毛烂B	1	1
2950		毛烂屄	1	1
2951		毛烂逼	1	1
2952		毛烂比	1	1
2953		毛烂屌	1	1
2954		毛烂货	1	1
2955		毛劳+教+所	1	1
2956		毛劳动保障部	1	1
2957		毛老逼	1	1
2958		毛老毛子	1	1
2959		毛老母	1	1
2960		毛黎阳评	1	1
2961		毛李登辉	1	1
2962		毛李弘旨	1	1
2963		毛李红志	1	1
2964		毛李宏旨	1	1
2965		毛李宏志	1	1
2966		毛李洪志	1	1
2967		毛李岚清	1	1
2968		毛李鹏	1	1
2969		毛李鹏*	1	1
2970		毛李瑞环	1	1
2971		毛李山	1	1
2972		毛李铁映	1	1
2973		毛李先念	1	1
2974		毛李长春	1	1
2975		毛连战	1	1
2976		毛联大	1	1
2977		毛联合国	1	1
2978		毛联合国大会	1	1
2979		毛联易	1	1
2980		毛联易互动	1	1
2981		毛粮食局	1	1
2982		毛两腿之间	1	1
2983		毛列宁	1	1
2984		毛林彪	1	1
2985		毛林业局	1	1
2986		毛刘　淇	1	1
2987		毛刘军	1	1
2988		毛刘淇	1	1
2989		毛刘少奇	1	1
2990		毛刘云山	1	1
2991		毛流氓	1	1
2992		毛六.四	1	1
2993		毛六。四	1	1
2994		毛六合彩	1	1
2995		毛六四	1	1
2996		毛六-四	1	1
2997		毛六四事件	1	1
2998		毛六四真相	1	1
2999		毛龙新民	1	1
3000		毛卵	1	1
3001		毛轮功	1	1
3002		毛轮奸	1	1
3003		毛罗　干	1	1
3004		毛罗干	1	1
3005		毛骡干	1	1
3006		毛吕秀莲	1	1
3007		毛旅游局	1	1
3008		毛妈B	1	1
3009		毛妈逼	1	1
3010		毛妈比	1	1
3011		毛妈的	1	1
3012		毛妈卖妈屁	1	1
3013		毛妈批	1	1
3014		毛妈祖	1	1
3015		毛麻醉钢枪	1	1
3016		毛麻醉枪	1	1
3017		毛麻醉药	1	1
3018		毛麻醉乙醚	1	1
3019		毛马克思	1	1
3020		毛马卖马屁	1	1
3021		毛马英九	1	1
3022		毛吗啡	1	1
3023		毛吗啡碱	1	1
3024		毛吗啡片	1	1
3025		毛买财富	1	1
3026		毛买卖枪支	1	1
3027		毛麦角酸	1	1
3028		毛卖.国	1	1
3029		毛卖B	1	1
3030		毛卖ID	1	1
3031		毛卖QQ	1	1
3032		毛卖逼	1	1
3033		毛卖比	1	1
3034		毛卖财富	1	1
3035		毛卖党求荣	1	1
3036		毛卖国	1	1
3037		毛卖国求荣	1	1
3038		毛卖号	1	1
3039		毛卖卡	1	1
3040		毛卖软件	1	1
3041		毛卖淫	1	1
3042		毛毛XX	1	1
3043		毛毛厕洞	1	1
3044		毛毛一鲜	1	1
3045		毛毛泽东	1	1
3046		毛毛贼东	1	1
3047		毛毛主席	1	1
3048		毛梅花网	1	1
3049		毛美国	1	1
3050		毛美国佬	1	1
3051		毛美国之音	1	1
3052		毛美利坚	1	1
3053		毛蒙尘药	1	1
3054		毛蒙独	1	1
3055		毛蒙古达子	1	1
3056		毛蒙古独立	1	1
3057		毛迷魂药	1	1
3058		毛迷奸药	1	1
3059		毛迷歼药	1	1
3060		毛迷药	1	1
3061		毛密洞	1	1
3062		毛密宗	1	1
3063		毛民航局	1	1
3064		毛民进党	1	1
3065		毛民运	1	1
3066		毛民政部	1	1
3067		毛明慧网	1	1
3068		毛摩门教	1	1
3069		毛莫索里尼	1	1
3070		毛穆罕默德	1	1
3071		毛穆斯林	1	1
3072		毛奶子	1	1
3073		毛南联盟	1	1
3074		毛南蛮子	1	1
3075		毛嫩B	1	1
3076		毛伱妈	1	1
3077		毛你爸	1	1
3078		毛你大爷	1	1
3079		毛你二大爷	1	1
3080		毛你老母	1	1
3081		毛你老味	1	1
3082		毛你姥	1	1
3083		毛你姥姥的	1	1
3084		毛你妈	1	1
3085		毛你妈逼	1	1
3086		毛你妈的	1	1
3087		毛你娘	1	1
3088		毛你爷爷的	1	1
3089		毛妳老母的	1	1
3090		毛妳妈的	1	1
3091		毛妳马的	1	1
3092		毛妳娘的	1	1
3093		毛鸟GM	1	1
3094		毛鸟你	1	1
3095		毛牛逼	1	1
3096		毛牛比	1	1
3097		毛农业部	1	1
3098		毛虐待	1	1
3099		毛拍肩神药	1	1
3100		毛喷你	1	1
3101		毛彭真	1	1
3102		毛皮条	1	1
3103		毛屁眼	1	1
3104		毛嫖客	1	1
3105		毛苹果日报	1	1
3106		毛破坏	1	1
3107		毛破鞋	1	1
3108		毛仆街	1	1
3109		毛普京	1	1
3110		毛气象局	1	1
3111		毛钱其琛	1	1
3112		毛枪决女犯	1	1
3113		毛枪决现场	1	1
3114		毛枪支弹药	1	1
3115		毛强奸	1	1
3116		毛强奸犯	1	1
3117		毛强卫	1	1
3118		毛强效失意药	1	1
3119		毛强硬发言	1	1
3120		毛抢劫	1	1
3121		毛乔石	1	1
3122		毛侨办	1	1
3123		毛切七	1	1
3124		毛窃听器	1	1
3125		毛窃听器材	1	1
3126		毛亲民党	1	1
3127		毛青天白日	1	1
3128		毛情色	1	1
3129		毛去你妈的	1	1
3130		毛去死	1	1
3131		毛全国人大	1	1
3132		毛瘸腿帮	1	1
3133		毛人大	1	1
3134		毛人大代表	1	1
3135		毛人代会	1	1
3136		毛人弹	1	1
3137		毛人民	1	1
3138		毛人民大会堂	1	1
3139		毛人民广场	1	1
3140		毛人民日报	1	1
3141		毛人民银行	1	1
3142		毛人体炸弹	1	1
3143		毛日GM	1	1
3144		毛日X妈	1	1
3145		毛日本RING	1	1
3146		毛日本鬼子	1	1
3147		毛日你	1	1
3148		毛日你妈	1	1
3149		毛日你娘	1	1
3150		毛日他娘	1	1
3151		毛肉棒	1	1
3152		毛肉壁	1	1
3153		毛肉洞	1	1
3154		毛肉缝	1	1
3155		毛肉棍	1	1
3156		毛肉棍子	1	1
3157		毛肉穴	1	1
3158		毛乳	1	1
3159		毛乳波臀浪	1	1
3160		毛乳房	1	1
3161		毛乳交	1	1
3162		毛乳头	1	1
3163		毛撒尿	1	1
3164		毛萨达姆	1	1
3165		毛塞白	1	1
3166		毛塞你爸	1	1
3167		毛塞你公	1	1
3168		毛塞你老母	1	1
3169		毛塞你老师	1	1
3170		毛塞你母	1	1
3171		毛塞你娘	1	1
3172		毛三个呆婊	1	1
3173		毛三个代婊	1	1
3174		毛三级片	1	1
3175		毛三民主义	1	1
3176		毛三陪	1	1
3177		毛三陪女	1	1
3178		毛三去车仑	1	1
3179		毛三唑仑	1	1
3180		毛氵去	1	1
3181		毛骚	1	1
3182		毛骚B	1	1
3183		毛骚逼	1	1
3184		毛骚货	1	1
3185		毛色情	1	1
3186		毛色情电影	1	1
3187		毛色情服务	1	1
3188		毛色情小电影	1	1
3189		毛杀人犯	1	1
3190		毛傻B	1	1
3191		毛傻屄	1	1
3192		毛傻逼	1	1
3193		毛傻比	1	1
3194		毛傻吊	1	1
3195		毛傻卵	1	1
3196		毛傻子	1	1
3197		毛煞逼	1	1
3198		毛商务部	1	1
3199		毛上你	1	1
3200		毛上妳	1	1
3201		毛社.会.正.义.力.量	1	1
3202		毛社保基金会	1	1
3203		毛社会主义	1	1
3204		毛社科院	1	1
3205		毛射精	1	1
3206		毛身份生成器	1	1
3207		毛神经病	1	1
3208		毛神通加持法	1	1
3209		毛审计署	1	1
3210		毛升达毕业证	1	1
3211		毛生春袋	1	1
3212		毛生孩子没屁眼	1	1
3213		毛生鸦片	1	1
3214		毛圣女峰	1	1
3215		毛湿透的内裤	1	1
3216		毛十八摸	1	1
3217		毛十年动乱	1	1
3218		毛十五周年	1	1
3219		毛石进	1	1
3220		毛食捻屎	1	1
3221		毛食屎	1	1
3222		毛驶你爸	1	1
3223		毛驶你公	1	1
3224		毛驶你老母	1	1
3225		毛驶你老师	1	1
3226		毛驶你母	1	1
3227		毛驶你娘	1	1
3228		毛世界日报	1	1
3229		毛是鸡	1	1
3230		毛手机复制	1	1
3231		毛手淫	1	1
3232		毛受虐狂	1	1
3233		毛售ID	1	1
3234		毛售号	1	1
3235		毛售软件	1	1
3236		毛双峰微颤	1	1
3237		毛水利部	1	1
3238		毛水去车仑	1	1
3239		毛税务总局	1	1
3240		毛司法部	1	1
3241		毛私/服	1	1
3242		毛私\\服	1	1
3243		毛私服	1	1
3244		毛私-服	1	1
3245		毛私—服	1	1
3246		毛斯大林	1	1
3247		毛死gd	1	1
3248		毛死gm	1	1
3249		毛死全家	1	1
3250		毛四川独立	1	1
3251		毛四人帮	1	1
3252		毛宋楚瑜	1	1
3253		毛宋祖英	1	1
3254		毛孙文	1	1
3255		毛孙逸仙	1	1
3256		毛孙中山	1	1
3257		毛他爹	1	1
3258		毛他妈	1	1
3259		毛他妈的	1	1
3260		毛他马的	1	1
3261		毛他母亲	1	1
3262		毛他祖宗	1	1
3263		毛她妈的	1	1
3264		毛台办	1	1
3265		毛台独	1	1
3266		毛台联	1	1
3267		毛台湾党	1	1
3268		毛台湾帝国	1	1
3269		毛台湾独立	1	1
3270		毛台湾共产党	1	1
3271		毛台湾共和国	1	1
3272		毛台湾狗	1	1
3273		毛台湾国	1	1
3274		毛台湾民国	1	1
3275		毛太监	1	1
3276		毛太子党	1	1
3277		毛唐家璇	1	1
3278		毛特别公告	1	1
3279		毛特码	1	1
3280		毛体育总局	1	1
3281		毛天安门	1	1
3282		毛天安门档案	1	1
3283		毛天安门录像带	1	1
3284		毛天安门事件	1	1
3285		毛天安门屠杀	1	1
3286		毛天安门一代	1	1
3287		毛天鹅之旅	1	1
3288		毛天皇	1	1
3289		毛天皇陛下	1	1
3290		毛田纪云	1	1
3291		毛舔西	1	1
3292		毛铁道部	1	1
3293		毛统计局	1	1
3294		毛投毒杀人	1	1
3295		毛透视软件	1	1
3296		毛透视眼镜	1	1
3297		毛推油	1	1
3298		毛退党	1	1
3299		毛托管理事会	1	1
3300		毛外　挂	1	1
3301		毛外/挂	1	1
3302		毛外\\挂	1	1
3303		毛外_挂	1	1
3304		毛外挂	1	1
3305		毛外-挂	1	1
3306		毛外—挂	1	1
3307		毛外汇局	1	1
3308		毛外交部	1	1
3309		毛外专局	1	1
3310		毛晚年周恩来	1	1
3311		毛万税	1	1
3312		毛王八蛋	1	1
3313		毛王宝森	1	1
