SkillExID	Desc	BaseId	SkillDesc	level	CombatValue	SkillLogic	LogicParam01	LogicParam02	LogicParam03	LogicParam04	RefixThreat	Radius	CDTimeId	SkillDelayTime	SkillContinueTime	YinChangTime	DelType_01	DelNum_01	DelType_02	DelNum_02	GainsType_01	GainsNum_01	GainsType_02	GainsNum_02	NextSkillId	Impact_01	Impact_2	Impact_03	Impact_04	Impact_05	Impact_06	SatrtMotionId	EndMotionId	CameraRockId	CameraRockRate	SceneEffectId	BulletEffectID_01	BulletEffectID_02	BulletEffectID_03	RangeEffectType	RangeEffectTarType	RangeEffectSize01	RangeEffectSize02
20807	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]125%[-]，持续[a2ff00]12[-]秒。初始[a2ff00]3[-]秒获得额外[a2ff00]50%[-]的闪避值。	7	8530	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	490	-1	0	301	12	-1	0	-1	42714	42713	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20808	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]125%[-]，持续[a2ff00]13[-]秒。初始[a2ff00]3[-]秒获得额外[a2ff00]50%[-]的闪避值。	8	9340	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	640	-1	0	301	12	-1	0	-1	42716	42715	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20809	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]125%[-]，持续[a2ff00]14[-]秒。初始[a2ff00]3[-]秒获得额外[a2ff00]50%[-]的闪避值。	9	10160	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	960	-1	0	301	12	-1	0	-1	42718	42717	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
20810	雪花六出	208	天山派秘技，隐遁后攻守进退自如。使你和附近[a2ff00]8[-]步范围内所有队友闪避值提高[a2ff00]125%[-]，持续[a2ff00]15[-]秒。初始[a2ff00]3[-]秒获得额外[a2ff00]50%[-]的闪避值。	10	10970	0	-1	-1	-1	-1	0	10	38	0	1333	0	201	1350	-1	0	301	12	-1	0	-1	42720	42719	-1	-1	-1	-1	74	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30101	大理普攻	301	攻击[a2ff00]6[-]步范围内的单个敌人，每秒造成[a2ff00]100%[-]外功攻击伤害。自动连续攻击。	1	0	2	-1	-1	-1	-1	0	6	1	0	1967	0	-1	0	-1	0	301	1	-1	0	30101	103101	-1	-1	-1	-1	-1	40	42	12	100	-1	93	94	95	-1	-1	-1	-1
30201	暴雨梨花	302	万千剑气如暴雨倾泻，只见剑光如梨花飘落。嘲讽全屏范围内所有敌人，造成等同于其生命上限的伤害。对BOSS和玩家无效。	1	0	8	-1	-1	-1	-1	0	10	15	0	4767	0	302	100	-1	0	-1	0	-1	0	-1	23201	23202	-1	-1	-1	-1	43	44	6	100	92	-1	-1	-1	-1	-1	-1	-1
30301	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]185%[-]外功攻击伤害，有[a2ff00]20%[-]的概率会穿刺一条直线上的所有敌人。	1	730	5	20	3	6	-1	0	7	8	0	1333	0	201	10	-1	0	301	5	-1	0	30101	3301	-1	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30302	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]190%[-]外功攻击伤害，有[a2ff00]20%[-]的概率会穿刺一条直线上的所有敌人。	2	890	5	20	3	6	-1	0	7	8	0	1333	0	201	20	-1	0	301	5	-1	0	30101	3302	-1	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30303	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]195%[-]外功攻击伤害，有[a2ff00]25%[-]的概率会穿刺一条直线上的所有敌人。	3	1050	5	25	3	6	-1	0	7	8	0	1333	0	201	30	-1	0	301	5	-1	0	30101	3303	-1	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30304	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]200%[-]外功攻击伤害，有[a2ff00]25%[-]的概率会穿刺一条直线上的所有敌人。	4	1220	5	25	3	6	-1	0	7	8	0	1333	0	201	40	-1	0	301	5	-1	0	30101	3304	-1	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30305	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]205%[-]外功攻击伤害，有[a2ff00]25%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]10%[-]的概率会击退目标。	5	1380	5	25	3	6	-1	0	7	8	0	1333	0	201	70	-1	0	301	5	-1	0	30101	3305	183305	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30306	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]210%[-]外功攻击伤害，有[a2ff00]25%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]10%[-]的概率会击退目标。	6	1540	5	25	3	6	-1	0	7	8	0	1333	0	201	110	-1	0	301	5	-1	0	30101	3306	183306	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30307	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]215%[-]外功攻击伤害，有[a2ff00]30%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]10%[-]的概率会击退目标。	7	1700	5	30	3	6	-1	0	7	8	0	1333	0	201	140	-1	0	301	5	-1	0	30101	3307	183307	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30308	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]225%[-]外功攻击伤害，有[a2ff00]30%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]20%[-]的概率会击退目标。	8	1870	5	30	3	6	-1	0	7	8	0	1333	0	201	180	-1	0	301	5	-1	0	30101	3308	183308	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30309	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]235%[-]外功攻击伤害，有[a2ff00]30%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]20%[-]的概率会击退目标。	9	2030	5	30	3	6	-1	0	7	8	0	1333	0	201	270	-1	0	301	5	-1	0	30101	3309	183309	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30310	一阳指	303	大理秘传绝学，以内力化作剑气伤敌。运一道剑气对单个敌人造成[a2ff00]245%[-]外功攻击伤害，有[a2ff00]30%[-]的概率会穿刺一条直线上的所有敌人。有[a2ff00]30%[-]的概率会击退目标。	10	2190	5	30	3	6	-1	0	7	8	0	1333	0	201	390	-1	0	301	5	-1	0	30101	3310	183310	-1	-1	-1	-1	45	45	10	100	-1	-1	-1	-1	-1	-1	-1	-1
30401	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]415%[-]的外功攻击伤害。	1	1650	11	11	2	1	-1	0	6	10	0	2100	0	201	30	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30402	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]440%[-]的外功攻击伤害。	2	2010	11	12	2	1	-1	0	6	10	0	2100	0	201	50	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30403	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]480%[-]的外功攻击伤害。	3	2380	11	13	2	1	-1	0	6	10	0	2100	0	201	80	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30404	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]505%[-]的外功攻击伤害。	4	2740	11	14	2	1	-1	0	6	10	0	2100	0	201	130	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30405	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]530%[-]的外功攻击伤害。	5	3110	11	15	2	1	-1	0	6	10	0	2100	0	201	210	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30406	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]570%[-]的外功攻击伤害。	6	3480	11	16	2	1	-1	0	6	10	0	2100	0	201	330	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30407	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]595%[-]的外功攻击伤害。	7	3840	11	17	2	1	-1	0	6	10	0	2100	0	201	420	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30408	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]635%[-]的外功攻击伤害。	8	4210	11	18	2	1	-1	0	6	10	0	2100	0	201	550	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30409	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]660%[-]的外功攻击伤害。	9	4570	11	19	2	1	-1	0	6	10	0	2100	0	201	820	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30410	六脉神剑	304	汇少商、商阳、中冲、关冲、少冲、少泽所成。发射六股巨大的剑气，对敌方目标[a2ff00]6[-]步范围内所有敌人造成共[a2ff00]695%[-]的外功攻击伤害。	10	4940	11	20	2	1	-1	0	6	10	0	2100	0	201	1160	-1	0	301	15	-1	0	30101	-1	-1	-1	-1	-1	-1	47	47	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30501	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]65%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]30%[-]外功攻击伤害。"	1	1100	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	20	-1	0	301	8	-1	0	30101	3501	23501	23511	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30502	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]80%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]35%[-]外功攻击伤害。"	2	1340	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	30	-1	0	301	8	-1	0	30101	3501	23502	23512	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30503	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]95%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]40%[-]外功攻击伤害。"	3	1580	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	60	-1	0	301	8	-1	0	30101	3501	23503	23513	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30504	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]110%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]45%[-]外功攻击伤害。"	4	1830	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	90	-1	0	301	8	-1	0	30101	3501	23504	23514	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30505	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]125%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]50%[-]外功攻击伤害。"	5	2070	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	140	-1	0	301	8	-1	0	30101	3501	23505	23515	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30506	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]140%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]55%[-]外功攻击伤害。"	6	2320	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	220	-1	0	301	8	-1	0	30101	3501	23506	23516	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30507	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]155%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]60%[-]外功攻击伤害。"	7	2560	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	280	-1	0	301	8	-1	0	30101	3501	23507	23517	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30508	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]170%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]65%[-]外功攻击伤害。"	8	2800	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	370	-1	0	301	8	-1	0	30101	3501	23508	23518	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30509	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]190%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]70%[-]外功攻击伤害。"	9	3050	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	550	-1	0	301	8	-1	0	30101	3501	23509	23519	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30510	流星赶月	305	"段正淳为阮星竹所创剑式，舞动时剑气似流星般激射而出。释放一道流星剑气缠绕在目标周围，立即造成[a2ff00]210%[-]的外功攻击伤害,并击退周围目标。[a2ff00]1[-]秒后流星炸开对[a2ff00]3[-]步范围内其他目标造成[a2ff00]80%[-]外功攻击伤害。"	10	3290	0	-1	-1	-1	-1	0	7	9	0	1167	0	201	770	-1	0	301	8	-1	0	30101	3501	23510	23520	-1	-1	-1	46	46	-1	0	-1	-1	-1	-1	-1	-1	-1	-1
30601	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]150%[-]的外功攻击伤害，并使敌人减速[a2ff00]50%[-]，减速效果持续[a2ff00]5[-]秒。	1	2010	11	1	1	0	-1	0	3	40	0	1000	0	201	20	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30602	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]165%[-]的外功攻击伤害，并使敌人减速[a2ff00]50%[-]，减速效果持续[a2ff00]5[-]秒。	2	2460	11	2	1	0	-1	0	3	40	0	1000	0	201	30	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30603	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]180%[-]的外功攻击伤害，并使敌人减速[a2ff00]50%[-]，减速效果持续[a2ff00]5[-]秒。	3	2900	11	3	1	0	-1	0	3	40	0	1000	0	201	40	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30604	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]200%[-]的外功攻击伤害，并使敌人减速[a2ff00]50%[-]，减速效果持续[a2ff00]5[-]秒。	4	3350	11	4	1	0	-1	0	3	40	0	1000	0	201	60	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30605	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]215%[-]的外功攻击伤害，并使敌人减速[a2ff00]55[-]%，减速效果持续[a2ff00]5[-]秒。	5	3800	11	5	1	0	-1	0	3	40	0	1000	0	201	100	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30606	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]230%[-]的外功攻击伤害，并使敌人减速[a2ff00]55%[-]，减速效果持续[a2ff00]5[-]秒。	6	4240	11	6	1	0	-1	0	3	40	0	1000	0	201	160	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30607	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]245%[-]的外功攻击伤害，并使敌人减速[a2ff00]55[-]%，减速效果持续[a2ff00]5[-]秒。	7	4690	11	7	1	0	-1	0	3	40	0	1000	0	201	210	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30608	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]260%[-]的外功攻击伤害，并使敌人减速[a2ff00]60%[-]，减速效果持续[a2ff00]5[-]秒。	8	5140	11	8	1	0	-1	0	3	40	0	1000	0	201	280	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30609	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]280%[-]的外功攻击伤害，并使敌人减速[a2ff00]60%[-]，减速效果持续[a2ff00]5[-]秒。	9	5580	11	9	1	0	-1	0	3	40	0	1000	0	201	410	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30610	画地为牢	306	神仙姐姐遗卷所载武功，似是来自逍遥派的某种机关学。放置一个[a2ff00]1[-]秒后生效的陷阱，敌人靠近时触发。陷阱对[a2ff00]4[-]步范围内所有敌人造成[a2ff00]300%[-]的外功攻击伤害，并使敌人减速[a2ff00]60%[-]，减速效果持续[a2ff00]5[-]秒。	10	6030	11	10	1	0	-1	0	3	40	0	1000	0	201	580	-1	0	301	10	-1	0	-1	-1	-1	-1	-1	-1	-1	76	76	-1	-1	-1	-1	-1	-1	1	0	3	-1
30701	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]3[-]秒。向后方跳跃。	1	2190	12	4	1000	180	180	0	5	42	0	1100	0	201	20	-1	0	301	3	-1	0	-1	183801	113701	43701	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30702	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]4[-]秒。向后方跳跃。	2	2680	12	4	1000	180	180	0	5	42	0	1100	0	201	30	-1	0	301	3	-1	0	-1	183802	113702	43702	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30703	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃。	3	3170	12	4	1000	180	180	0	5	42	0	1100	0	201	60	-1	0	301	3	-1	0	-1	183803	113703	43703	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30704	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]10%[-]，持续[a2ff00]2[-]秒。	4	3660	12	4	1000	180	180	0	5	42	0	1100	0	201	90	-1	0	301	3	-1	0	-1	183804	113704	43704	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30705	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]20%[-]，持续[a2ff00]2[-]秒。	5	4140	12	4	1000	180	180	0	5	42	0	1100	0	201	140	-1	0	301	3	-1	0	-1	183805	113705	43705	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30706	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]30%[-]，持续[a2ff00]2.5[-]秒。	6	4630	12	4	1000	180	180	0	5	42	0	1100	0	201	220	-1	0	301	3	-1	0	-1	183806	113706	43706	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30707	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]40%[-]，持续[a2ff00]2.5[-]秒。	7	5120	12	4	1000	180	180	0	5	42	0	1100	0	201	280	-1	0	301	3	-1	0	-1	183807	113707	43707	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30708	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]50%[-]，持续[a2ff00]3[-]秒。	8	5610	12	4	1000	180	180	0	5	42	0	1100	0	201	370	-1	0	301	3	-1	0	-1	183808	113708	43708	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30709	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]60%[-]，持续[a2ff00]3[-]秒。	9	6090	12	4	1000	180	180	0	5	42	0	1100	0	201	550	-1	0	301	3	-1	0	-1	183809	113709	43709	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30710	以退为进	307	段延庆肢残后所创，旨在一击毙命。击退[a2ff00]5[-]步范围内所有敌人，使其昏迷[a2ff00]5[-]秒。向后方跳跃，并提升自身防御[a2ff00]75%[-]，持续[a2ff00]3.5[-]秒。	10	6580	12	4	1000	180	180	0	5	42	0	1100	0	201	770	-1	0	301	3	-1	0	-1	183810	113710	43710	-1	-1	-1	78	78	-1	-1	-1	-1	-1	-1	3	0	0	-1
30801	无所遁形	308	段誉从凌波微步中悟出的步法，经王语嫣点拨后攻击方面有所增强。标记[a2ff00]5[-]步范围内所有敌人，被标记的敌人在之后的[a2ff00]10[-]秒内额外承受[a2ff00]10%[-]的伤害。	1	3660	0	10	-1	-1	-1	0	5	41	0	1100	0	201	40	-1	0	301	12	-1	0	30101	13602	-1	-1	-1	-1	-1	77	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30802	无所遁形	308	段誉从凌波微步中悟出的步法，经王语嫣点拨后攻击方面有所增强。标记[a2ff00]5[-]步范围内所有敌人，被标记的敌人在之后的[a2ff00]10[-]秒内额外承受[a2ff00]10.5%[-]的伤害。	2	4470	0	10	-1	-1	-1	0	5	41	0	1100	0	201	60	-1	0	301	12	-1	0	30101	13603	-1	-1	-1	-1	-1	77	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
30803	无所遁形	308	段誉从凌波微步中悟出的步法，经王语嫣点拨后攻击方面有所增强。标记[a2ff00]5[-]步范围内所有敌人，被标记的敌人在之后的[a2ff00]10[-]秒内额外承受[a2ff00]11%[-]的伤害。	3	5280	0	10	-1	-1	-1	0	5	41	0	1100	0	201	100	-1	0	301	12	-1	0	30101	13604	-1	-1	-1	-1	-1	77	77	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
